,CountryCode_Language,CountryCode,Language,IsOfficial,Percentage,add_numerical
465,KGZ_Russian,KGZ,Russian,T,16.2,16.2
466,KGZ_Tadzhik,KGZ,Tadzhik,F,0.8,0.8
467,KGZ_Tatar,KGZ,Tatar,F,1.3,1.3
468,KGZ_Ukrainian,KGZ,Ukrainian,F,1.7,1.7
469,KGZ_Uzbek,KGZ,Uzbek,F,14.1,14.1
470,KHM_Chinese,KHM,Chinese,F,3.1,3.1
471,KHM_Khmer,KHM,Khmer,T,88.6,88.6
472,KHM_Tšam,KHM,Tšam,F,2.4,2.4
473,KHM_Vietnamese,KHM,Vietnamese,F,5.5,5.5
474,KIR_Kiribati,KIR,Kiribati,T,98.9,98.9
475,KIR_Tuvalu,KIR,Tuvalu,F,0.5,0.5
476,KNA_Creole English,KNA,Creole English,F,100.0,100.0
477,KNA_English,KNA,English,T,0.0,0.0
478,KOR_Chinese,KOR,Chinese,F,0.1,0.1
479,KOR_Korean,KOR,Korean,T,99.9,99.9
480,KWT_Arabic,KWT,Arabic,T,78.1,78.1
481,KWT_English,KWT,English,F,0.0,0.0
482,LAO_Lao,LAO,Lao,T,67.2,67.2
483,LAO_Lao-Soung,LAO,Lao-Soung,F,5.2,5.2
484,LAO_Mon-khmer,LAO,Mon-khmer,F,16.5,16.5
485,LAO_Thai,LAO,Thai,F,7.8,7.8
486,LBN_Arabic,LBN,Arabic,T,93.0,93.0
487,LBN_Armenian,LBN,Armenian,F,5.9,5.9
488,LBN_French,LBN,French,F,0.0,0.0
489,LBR_Bassa,LBR,Bassa,F,13.7,13.7
490,LBR_Gio,LBR,Gio,F,7.9,7.9
491,LBR_Grebo,LBR,Grebo,F,8.9,8.9
492,LBR_Kpelle,LBR,Kpelle,F,19.5,19.5
493,LBR_Kru,LBR,Kru,F,7.2,7.2
494,LBR_Loma,LBR,Loma,F,5.8,5.8
495,LBR_Malinke,LBR,Malinke,F,5.1,5.1
496,LBR_Mano,LBR,Mano,F,7.2,7.2
497,LBY_Arabic,LBY,Arabic,T,96.0,96.0
498,LBY_Berberi,LBY,Berberi,F,1.0,1.0
499,LCA_Creole French,LCA,Creole French,F,80.0,80.0
500,LCA_English,LCA,English,T,20.0,20.0
501,LIE_German,LIE,German,T,89.0,89.0
502,LIE_Italian,LIE,Italian,F,2.5,2.5
503,LIE_Turkish,LIE,Turkish,F,2.5,2.5
504,LKA_Mixed Languages,LKA,Mixed Languages,F,19.6,19.6
505,LKA_Singali,LKA,Singali,T,60.3,60.3
506,LKA_Tamil,LKA,Tamil,T,19.6,19.6
507,LSO_English,LSO,English,T,0.0,0.0
508,LSO_Sotho,LSO,Sotho,T,85.0,85.0
509,LSO_Zulu,LSO,Zulu,F,15.0,15.0
510,LTU_Belorussian,LTU,Belorussian,F,1.4,1.4
511,LTU_Lithuanian,LTU,Lithuanian,T,81.6,81.6
512,LTU_Polish,LTU,Polish,F,7.0,7.0
513,LTU_Russian,LTU,Russian,F,8.1,8.1
514,LTU_Ukrainian,LTU,Ukrainian,F,1.1,1.1
515,LUX_French,LUX,French,T,4.2,4.2
516,LUX_German,LUX,German,T,2.3,2.3
517,LUX_Italian,LUX,Italian,F,4.6,4.6
518,LUX_Luxembourgish,LUX,Luxembourgish,T,64.4,64.4
519,LUX_Portuguese,LUX,Portuguese,F,13.0,13.0
520,LVA_Belorussian,LVA,Belorussian,F,4.1,4.1
521,LVA_Latvian,LVA,Latvian,T,55.1,55.1
522,LVA_Lithuanian,LVA,Lithuanian,F,1.2,1.2
523,LVA_Polish,LVA,Polish,F,2.1,2.1
524,LVA_Russian,LVA,Russian,F,32.5,32.5
525,LVA_Ukrainian,LVA,Ukrainian,F,2.9,2.9
526,MAC_Canton Chinese,MAC,Canton Chinese,F,85.6,85.6
527,MAC_English,MAC,English,F,0.5,0.5
528,MAC_Mandarin Chinese,MAC,Mandarin Chinese,F,1.2,1.2
529,MAC_Portuguese,MAC,Portuguese,T,2.3,2.3
530,MAR_Arabic,MAR,Arabic,T,65.0,65.0
531,MAR_Berberi,MAR,Berberi,F,33.0,33.0
532,MCO_English,MCO,English,F,6.5,6.5
533,MCO_French,MCO,French,T,41.9,41.9
534,MCO_Italian,MCO,Italian,F,16.1,16.1
535,MCO_Monegasque,MCO,Monegasque,F,16.1,16.1
536,MDA_Bulgariana,MDA,Bulgariana,F,1.6,1.6
537,MDA_Gagauzi,MDA,Gagauzi,F,3.2,3.2
538,MDA_Romanian,MDA,Romanian,T,61.9,61.9
539,MDA_Russian,MDA,Russian,F,23.2,23.2
540,MDA_Ukrainian,MDA,Ukrainian,F,8.6,8.6
541,MDG_French,MDG,French,T,0.0,0.0
542,MDG_Malagasy,MDG,Malagasy,T,98.9,98.9
543,MDV_Dhivehi,MDV,Dhivehi,T,100.0,100.0
544,MDV_English,MDV,English,F,0.0,0.0
545,MEX_Mixtec,MEX,Mixtec,F,0.6,0.6
546,MEX_Náhuatl,MEX,Náhuatl,F,1.8,1.8
547,MEX_Otomí,MEX,Otomí,F,0.4,0.4
548,MEX_Spanish,MEX,Spanish,T,92.1,92.1
549,MEX_Yucatec,MEX,Yucatec,F,1.1,1.1
550,MEX_Zapotec,MEX,Zapotec,F,0.6,0.6
551,MHL_English,MHL,English,T,0.0,0.0
552,MHL_Marshallese,MHL,Marshallese,T,96.8,96.8
553,MKD_Albaniana,MKD,Albaniana,F,22.9,22.9
554,MKD_Macedonian,MKD,Macedonian,T,66.5,66.5
555,MKD_Romani,MKD,Romani,F,2.3,2.3
556,MKD_Serbo-Croatian,MKD,Serbo-Croatian,F,2.0,2.0
557,MKD_Turkish,MKD,Turkish,F,4.0,4.0
558,MLI_Bambara,MLI,Bambara,F,31.8,31.8
559,MLI_Ful,MLI,Ful,F,13.9,13.9
560,MLI_Senufo and Minianka,MLI,Senufo and Minianka,F,12.0,12.0
561,MLI_Songhai,MLI,Songhai,F,6.9,6.9
562,MLI_Soninke,MLI,Soninke,F,8.7,8.7
563,MLI_Tamashek,MLI,Tamashek,F,7.3,7.3
564,MLT_English,MLT,English,T,2.1,2.1
565,MLT_Maltese,MLT,Maltese,T,95.8,95.8
566,MMR_Burmese,MMR,Burmese,T,69.0,69.0
567,MMR_Chin,MMR,Chin,F,2.2,2.2
568,MMR_Kachin,MMR,Kachin,F,1.4,1.4
569,MMR_Karen,MMR,Karen,F,6.2,6.2
570,MMR_Kayah,MMR,Kayah,F,0.4,0.4
571,MMR_Mon,MMR,Mon,F,2.4,2.4
572,MMR_Rakhine,MMR,Rakhine,F,4.5,4.5
573,MMR_Shan,MMR,Shan,F,8.5,8.5
574,MNG_Bajad,MNG,Bajad,F,1.9,1.9
575,MNG_Buryat,MNG,Buryat,F,1.7,1.7
576,MNG_Dariganga,MNG,Dariganga,F,1.4,1.4
577,MNG_Dorbet,MNG,Dorbet,F,2.7,2.7
578,MNG_Kazakh,MNG,Kazakh,F,5.9,5.9
579,MNG_Mongolian,MNG,Mongolian,T,78.8,78.8
580,MNP_Carolinian,MNP,Carolinian,F,4.8,4.8
581,MNP_Chamorro,MNP,Chamorro,F,30.0,30.0
582,MNP_Chinese,MNP,Chinese,F,7.1,7.1
583,MNP_English,MNP,English,T,4.8,4.8
584,MNP_Korean,MNP,Korean,F,6.5,6.5
585,MNP_Philippene Languages,MNP,Philippene Languages,F,34.1,34.1
586,MOZ_Chuabo,MOZ,Chuabo,F,5.7,5.7
587,MOZ_Lomwe,MOZ,Lomwe,F,7.8,7.8
588,MOZ_Makua,MOZ,Makua,F,27.8,27.8
589,MOZ_Marendje,MOZ,Marendje,F,3.5,3.5
590,MOZ_Nyanja,MOZ,Nyanja,F,3.3,3.3
591,MOZ_Ronga,MOZ,Ronga,F,3.7,3.7
592,MOZ_Sena,MOZ,Sena,F,9.4,9.4
593,MOZ_Shona,MOZ,Shona,F,6.5,6.5
594,MOZ_Tsonga,MOZ,Tsonga,F,12.4,12.4
595,MOZ_Tswa,MOZ,Tswa,F,6.0,6.0
596,MRT_Ful,MRT,Ful,F,1.2,1.2
597,MRT_Hassaniya,MRT,Hassaniya,F,81.7,81.7
598,MRT_Soninke,MRT,Soninke,F,2.7,2.7
599,MRT_Tukulor,MRT,Tukulor,F,5.4,5.4
600,MRT_Wolof,MRT,Wolof,F,6.6,6.6
601,MRT_Zenaga,MRT,Zenaga,F,1.2,1.2
602,MSR_English,MSR,English,T,0.0,0.0
603,MTQ_Creole French,MTQ,Creole French,F,96.6,96.6
604,MTQ_French,MTQ,French,T,0.0,0.0
605,MUS_Bhojpuri,MUS,Bhojpuri,F,21.1,21.1
606,MUS_Creole French,MUS,Creole French,F,70.6,70.6
607,MUS_French,MUS,French,F,3.4,3.4
608,MUS_Hindi,MUS,Hindi,F,1.2,1.2
609,MUS_Marathi,MUS,Marathi,F,0.7,0.7
610,MUS_Tamil,MUS,Tamil,F,0.8,0.8
611,MWI_Chichewa,MWI,Chichewa,T,58.3,58.3
612,MWI_Lomwe,MWI,Lomwe,F,18.4,18.4
613,MWI_Ngoni,MWI,Ngoni,F,6.7,6.7
614,MWI_Yao,MWI,Yao,F,13.2,13.2
615,MYS_Chinese,MYS,Chinese,F,9.0,9.0
616,MYS_Dusun,MYS,Dusun,F,1.1,1.1
617,MYS_English,MYS,English,F,1.6,1.6
618,MYS_Iban,MYS,Iban,F,2.8,2.8
619,MYS_Malay,MYS,Malay,T,58.4,58.4
620,MYS_Tamil,MYS,Tamil,F,3.9,3.9
621,MYT_French,MYT,French,T,20.3,20.3
622,MYT_Mahoré,MYT,Mahoré,F,41.9,41.9
623,MYT_Malagasy,MYT,Malagasy,F,16.1,16.1
624,NAM_Afrikaans,NAM,Afrikaans,F,9.5,9.5
625,NAM_Caprivi,NAM,Caprivi,F,4.7,4.7
626,NAM_German,NAM,German,F,0.9,0.9
627,NAM_Herero,NAM,Herero,F,8.0,8.0
628,NAM_Kavango,NAM,Kavango,F,9.7,9.7
629,NAM_Nama,NAM,Nama,F,12.4,12.4
630,NAM_Ovambo,NAM,Ovambo,F,50.7,50.7
631,NAM_San,NAM,San,F,1.9,1.9
632,NCL_French,NCL,French,T,34.3,34.3
633,NCL_Malenasian Languages,NCL,Malenasian Languages,F,45.4,45.4
634,NCL_Polynesian Languages,NCL,Polynesian Languages,F,11.6,11.6
635,NER_Ful,NER,Ful,F,9.7,9.7
636,NER_Hausa,NER,Hausa,F,53.1,53.1
637,NER_Kanuri,NER,Kanuri,F,4.4,4.4
638,NER_Songhai-zerma,NER,Songhai-zerma,F,21.2,21.2
639,NER_Tamashek,NER,Tamashek,F,10.4,10.4
640,NFK_English,NFK,English,T,0.0,0.0
641,NGA_Bura,NGA,Bura,F,1.6,1.6
642,NGA_Edo,NGA,Edo,F,3.3,3.3
643,NGA_Ful,NGA,Ful,F,11.3,11.3
644,NGA_Hausa,NGA,Hausa,F,21.1,21.1
645,NGA_Ibibio,NGA,Ibibio,F,5.6,5.6
646,NGA_Ibo,NGA,Ibo,F,18.1,18.1
647,NGA_Ijo,NGA,Ijo,F,1.8,1.8
648,NGA_Joruba,NGA,Joruba,F,21.4,21.4
649,NGA_Kanuri,NGA,Kanuri,F,4.1,4.1
650,NGA_Tiv,NGA,Tiv,F,2.3,2.3
651,NIC_Creole English,NIC,Creole English,F,0.5,0.5
652,NIC_Miskito,NIC,Miskito,F,1.6,1.6
653,NIC_Spanish,NIC,Spanish,T,97.6,97.6
654,NIC_Sumo,NIC,Sumo,F,0.2,0.2
655,NIU_English,NIU,English,T,0.0,0.0
656,NIU_Niue,NIU,Niue,F,0.0,0.0
657,NLD_Arabic,NLD,Arabic,F,0.9,0.9
658,NLD_Dutch,NLD,Dutch,T,95.6,95.6
659,NLD_Fries,NLD,Fries,F,3.7,3.7
660,NLD_Turkish,NLD,Turkish,F,0.8,0.8
661,NOR_Danish,NOR,Danish,F,0.4,0.4
662,NOR_English,NOR,English,F,0.5,0.5
663,NOR_Norwegian,NOR,Norwegian,T,96.6,96.6
664,NOR_Saame,NOR,Saame,F,0.0,0.0
665,NOR_Swedish,NOR,Swedish,F,0.3,0.3
666,NPL_Bhojpuri,NPL,Bhojpuri,F,7.5,7.5
667,NPL_Hindi,NPL,Hindi,F,3.0,3.0
668,NPL_Maithili,NPL,Maithili,F,11.9,11.9
669,NPL_Nepali,NPL,Nepali,T,50.4,50.4
670,NPL_Newari,NPL,Newari,F,3.7,3.7
671,NPL_Tamang,NPL,Tamang,F,4.9,4.9
672,NPL_Tharu,NPL,Tharu,F,5.4,5.4
673,NRU_Chinese,NRU,Chinese,F,8.5,8.5
674,NRU_English,NRU,English,T,7.5,7.5
675,NRU_Kiribati,NRU,Kiribati,F,17.9,17.9
676,NRU_Nauru,NRU,Nauru,T,57.5,57.5
677,NRU_Tuvalu,NRU,Tuvalu,F,8.5,8.5
678,NZL_English,NZL,English,T,87.0,87.0
679,NZL_Maori,NZL,Maori,F,4.3,4.3
680,OMN_Arabic,OMN,Arabic,T,76.7,76.7
681,OMN_Balochi,OMN,Balochi,F,0.0,0.0
682,PAK_Balochi,PAK,Balochi,F,3.0,3.0
683,PAK_Brahui,PAK,Brahui,F,1.2,1.2
684,PAK_Hindko,PAK,Hindko,F,2.4,2.4
685,PAK_Pashto,PAK,Pashto,F,13.1,13.1
686,PAK_Punjabi,PAK,Punjabi,F,48.2,48.2
687,PAK_Saraiki,PAK,Saraiki,F,9.8,9.8
688,PAK_Sindhi,PAK,Sindhi,F,11.8,11.8
689,PAK_Urdu,PAK,Urdu,T,7.6,7.6
690,PAN_Arabic,PAN,Arabic,F,0.6,0.6
691,PAN_Creole English,PAN,Creole English,F,14.0,14.0
692,PAN_Cuna,PAN,Cuna,F,2.0,2.0
693,PAN_Embera,PAN,Embera,F,0.6,0.6
694,PAN_Guaymí,PAN,Guaymí,F,5.3,5.3
695,PAN_Spanish,PAN,Spanish,T,76.8,76.8
696,PCN_Pitcairnese,PCN,Pitcairnese,F,0.0,0.0
697,PER_Aimará,PER,Aimará,T,2.3,2.3
698,PER_Ketšua,PER,Ketšua,T,16.4,16.4
699,PER_Spanish,PER,Spanish,T,79.8,79.8
700,PHL_Bicol,PHL,Bicol,F,5.7,5.7
701,PHL_Cebuano,PHL,Cebuano,F,23.3,23.3
702,PHL_Hiligaynon,PHL,Hiligaynon,F,9.1,9.1
703,PHL_Ilocano,PHL,Ilocano,F,9.3,9.3
704,PHL_Maguindanao,PHL,Maguindanao,F,1.4,1.4
705,PHL_Maranao,PHL,Maranao,F,1.3,1.3
706,PHL_Pampango,PHL,Pampango,F,3.0,3.0
707,PHL_Pangasinan,PHL,Pangasinan,F,1.8,1.8
708,PHL_Pilipino,PHL,Pilipino,T,29.3,29.3
709,PHL_Waray-waray,PHL,Waray-waray,F,3.8,3.8
710,PLW_Chinese,PLW,Chinese,F,1.6,1.6
711,PLW_English,PLW,English,T,3.2,3.2
712,PLW_Palau,PLW,Palau,T,82.2,82.2
713,PLW_Philippene Languages,PLW,Philippene Languages,F,9.2,9.2
714,PNG_Malenasian Languages,PNG,Malenasian Languages,F,20.0,20.0
715,PNG_Papuan Languages,PNG,Papuan Languages,F,78.1,78.1
716,POL_Belorussian,POL,Belorussian,F,0.5,0.5
717,POL_German,POL,German,F,1.3,1.3
718,POL_Polish,POL,Polish,T,97.6,97.6
719,POL_Ukrainian,POL,Ukrainian,F,0.6,0.6
720,PRI_English,PRI,English,F,47.4,47.4
721,PRI_Spanish,PRI,Spanish,T,51.3,51.3
722,PRK_Chinese,PRK,Chinese,F,0.1,0.1
723,PRK_Korean,PRK,Korean,T,99.9,99.9
724,PRT_Portuguese,PRT,Portuguese,T,99.0,99.0
725,PRY_German,PRY,German,F,0.9,0.9
726,PRY_Guaraní,PRY,Guaraní,T,40.1,40.1
727,PRY_Portuguese,PRY,Portuguese,F,3.2,3.2
728,PRY_Spanish,PRY,Spanish,T,55.1,55.1
729,PSE_Arabic,PSE,Arabic,F,95.9,95.9
730,PSE_Hebrew,PSE,Hebrew,F,4.1,4.1
731,PYF_Chinese,PYF,Chinese,F,2.9,2.9
732,PYF_French,PYF,French,T,40.8,40.8
733,PYF_Tahitian,PYF,Tahitian,F,46.4,46.4
734,QAT_Arabic,QAT,Arabic,T,40.7,40.7
735,QAT_Urdu,QAT,Urdu,F,0.0,0.0
736,REU_Chinese,REU,Chinese,F,2.8,2.8
737,REU_Comorian,REU,Comorian,F,2.8,2.8
738,REU_Creole French,REU,Creole French,F,91.5,91.5
739,REU_Malagasy,REU,Malagasy,F,1.4,1.4
740,REU_Tamil,REU,Tamil,F,0.0,0.0
741,ROM_German,ROM,German,F,0.4,0.4
742,ROM_Hungarian,ROM,Hungarian,F,7.2,7.2
743,ROM_Romani,ROM,Romani,T,0.7,0.7
744,ROM_Romanian,ROM,Romanian,T,90.7,90.7
745,ROM_Serbo-Croatian,ROM,Serbo-Croatian,F,0.1,0.1
746,ROM_Ukrainian,ROM,Ukrainian,F,0.3,0.3
747,RUS_Avarian,RUS,Avarian,F,0.4,0.4
748,RUS_Bashkir,RUS,Bashkir,F,0.7,0.7
749,RUS_Belorussian,RUS,Belorussian,F,0.3,0.3
750,RUS_Chechen,RUS,Chechen,F,0.6,0.6
751,RUS_Chuvash,RUS,Chuvash,F,0.9,0.9
752,RUS_Kazakh,RUS,Kazakh,F,0.4,0.4
753,RUS_Mari,RUS,Mari,F,0.4,0.4
754,RUS_Mordva,RUS,Mordva,F,0.5,0.5
755,RUS_Russian,RUS,Russian,T,86.6,86.6
756,RUS_Tatar,RUS,Tatar,F,3.2,3.2
757,RUS_Udmur,RUS,Udmur,F,0.3,0.3
758,RUS_Ukrainian,RUS,Ukrainian,F,1.3,1.3
759,RWA_French,RWA,French,T,0.0,0.0
760,RWA_Rwanda,RWA,Rwanda,T,100.0,100.0
761,SAU_Arabic,SAU,Arabic,T,95.0,95.0
762,SDN_Arabic,SDN,Arabic,T,49.4,49.4
763,SDN_Bari,SDN,Bari,F,2.5,2.5
764,SDN_Beja,SDN,Beja,F,6.4,6.4
765,SDN_Chilluk,SDN,Chilluk,F,1.7,1.7
766,SDN_Dinka,SDN,Dinka,F,11.5,11.5
767,SDN_Fur,SDN,Fur,F,2.1,2.1
768,SDN_Lotuko,SDN,Lotuko,F,1.5,1.5
769,SDN_Nubian Languages,SDN,Nubian Languages,F,8.1,8.1
770,SDN_Nuer,SDN,Nuer,F,4.9,4.9
771,SDN_Zande,SDN,Zande,F,2.7,2.7
772,SEN_Diola,SEN,Diola,F,5.0,5.0
773,SEN_Ful,SEN,Ful,F,21.7,21.7
774,SEN_Malinke,SEN,Malinke,F,3.8,3.8
775,SEN_Serer,SEN,Serer,F,12.5,12.5
776,SEN_Soninke,SEN,Soninke,F,1.3,1.3
777,SEN_Wolof,SEN,Wolof,T,48.1,48.1
778,SGP_Chinese,SGP,Chinese,T,77.1,77.1
779,SGP_Malay,SGP,Malay,T,14.1,14.1
780,SGP_Tamil,SGP,Tamil,T,7.4,7.4
781,SHN_English,SHN,English,T,0.0,0.0
782,SJM_Norwegian,SJM,Norwegian,T,0.0,0.0
783,SJM_Russian,SJM,Russian,F,0.0,0.0
784,SLB_Malenasian Languages,SLB,Malenasian Languages,F,85.6,85.6
785,SLB_Papuan Languages,SLB,Papuan Languages,F,8.6,8.6
786,SLB_Polynesian Languages,SLB,Polynesian Languages,F,3.8,3.8
787,SLE_Bullom-sherbro,SLE,Bullom-sherbro,F,3.8,3.8
788,SLE_Ful,SLE,Ful,F,3.8,3.8
789,SLE_Kono-vai,SLE,Kono-vai,F,5.1,5.1
790,SLE_Kuranko,SLE,Kuranko,F,3.4,3.4
791,SLE_Limba,SLE,Limba,F,8.3,8.3
792,SLE_Mende,SLE,Mende,F,34.8,34.8
793,SLE_Temne,SLE,Temne,F,31.8,31.8
794,SLE_Yalunka,SLE,Yalunka,F,3.4,3.4
795,SLV_Nahua,SLV,Nahua,F,0.0,0.0
796,SLV_Spanish,SLV,Spanish,T,100.0,100.0
797,SMR_Italian,SMR,Italian,T,100.0,100.0
798,SOM_Arabic,SOM,Arabic,T,0.0,0.0
799,SOM_Somali,SOM,Somali,T,98.3,98.3
800,SPM_French,SPM,French,T,0.0,0.0
801,STP_Crioulo,STP,Crioulo,F,86.3,86.3
802,STP_French,STP,French,F,0.7,0.7
803,SUR_Hindi,SUR,Hindi,F,0.0,0.0
804,SUR_Sranantonga,SUR,Sranantonga,F,81.0,81.0
805,SVK_Czech and Moravian,SVK,Czech and Moravian,F,1.1,1.1
806,SVK_Hungarian,SVK,Hungarian,F,10.5,10.5
807,SVK_Romani,SVK,Romani,F,1.7,1.7
808,SVK_Slovak,SVK,Slovak,T,85.6,85.6
809,SVK_Ukrainian and Russian,SVK,Ukrainian and Russian,F,0.6,0.6
810,SVN_Hungarian,SVN,Hungarian,F,0.5,0.5
811,SVN_Serbo-Croatian,SVN,Serbo-Croatian,F,7.9,7.9
812,SVN_Slovene,SVN,Slovene,T,87.9,87.9
813,SWE_Arabic,SWE,Arabic,F,0.8,0.8
814,SWE_Finnish,SWE,Finnish,F,2.4,2.4
815,SWE_Norwegian,SWE,Norwegian,F,0.5,0.5
816,SWE_Southern Slavic Languages,SWE,Southern Slavic Languages,F,1.3,1.3
817,SWE_Spanish,SWE,Spanish,F,0.6,0.6
818,SWE_Swedish,SWE,Swedish,T,89.5,89.5
819,SWZ_Swazi,SWZ,Swazi,T,89.9,89.9
820,SWZ_Zulu,SWZ,Zulu,F,2.0,2.0
821,SYC_English,SYC,English,T,3.8,3.8
822,SYC_French,SYC,French,T,1.3,1.3
823,SYC_Seselwa,SYC,Seselwa,F,91.3,91.3
824,SYR_Arabic,SYR,Arabic,T,90.0,90.0
825,SYR_Kurdish,SYR,Kurdish,F,9.0,9.0
826,TCA_English,TCA,English,T,0.0,0.0
827,TCD_Arabic,TCD,Arabic,T,12.3,12.3
828,TCD_Gorane,TCD,Gorane,F,6.2,6.2
829,TCD_Hadjarai,TCD,Hadjarai,F,6.7,6.7
830,TCD_Kanem-bornu,TCD,Kanem-bornu,F,9.0,9.0
831,TCD_Mayo-kebbi,TCD,Mayo-kebbi,F,11.5,11.5
832,TCD_Ouaddai,TCD,Ouaddai,F,8.7,8.7
833,TCD_Sara,TCD,Sara,F,27.7,27.7
834,TCD_Tandjile,TCD,Tandjile,F,6.5,6.5
835,TGO_Ane,TGO,Ane,F,5.7,5.7
836,TGO_Ewe,TGO,Ewe,T,23.2,23.2
837,TGO_Gurma,TGO,Gurma,F,3.4,3.4
838,TGO_Kabyé,TGO,Kabyé,T,13.8,13.8
839,TGO_Kotokoli,TGO,Kotokoli,F,5.7,5.7
840,TGO_Moba,TGO,Moba,F,5.4,5.4
841,TGO_Naudemba,TGO,Naudemba,F,4.1,4.1
842,TGO_Watyi,TGO,Watyi,F,10.3,10.3
843,THA_Chinese,THA,Chinese,F,12.1,12.1
844,THA_Khmer,THA,Khmer,F,1.3,1.3
845,THA_Kuy,THA,Kuy,F,1.1,1.1
846,THA_Lao,THA,Lao,F,26.9,26.9
847,THA_Malay,THA,Malay,F,3.6,3.6
848,THA_Thai,THA,Thai,T,52.6,52.6
849,TJK_Russian,TJK,Russian,F,9.7,9.7
850,TJK_Tadzhik,TJK,Tadzhik,T,62.2,62.2
851,TJK_Uzbek,TJK,Uzbek,F,23.2,23.2
852,TKL_English,TKL,English,T,0.0,0.0
853,TKL_Tokelau,TKL,Tokelau,F,0.0,0.0
854,TKM_Kazakh,TKM,Kazakh,F,2.0,2.0
855,TKM_Russian,TKM,Russian,F,6.7,6.7
856,TKM_Turkmenian,TKM,Turkmenian,T,76.7,76.7
857,TKM_Uzbek,TKM,Uzbek,F,9.2,9.2
858,TMP_Portuguese,TMP,Portuguese,T,0.0,0.0
859,TMP_Sunda,TMP,Sunda,F,0.0,0.0
860,TON_English,TON,English,T,0.0,0.0
861,TON_Tongan,TON,Tongan,T,98.3,98.3
862,TTO_Creole English,TTO,Creole English,F,2.9,2.9
863,TTO_English,TTO,English,F,93.5,93.5
864,TTO_Hindi,TTO,Hindi,F,3.4,3.4
865,TUN_Arabic,TUN,Arabic,T,69.9,69.9
866,TUN_Arabic-French,TUN,Arabic-French,F,26.3,26.3
867,TUN_Arabic-French-English,TUN,Arabic-French-English,F,3.2,3.2
868,TUR_Arabic,TUR,Arabic,F,1.4,1.4
869,TUR_Kurdish,TUR,Kurdish,F,10.6,10.6
870,TUR_Turkish,TUR,Turkish,T,87.6,87.6
871,TUV_English,TUV,English,T,0.0,0.0
872,TUV_Kiribati,TUV,Kiribati,F,7.5,7.5
873,TUV_Tuvalu,TUV,Tuvalu,T,92.5,92.5
874,TWN_Ami,TWN,Ami,F,0.6,0.6
875,TWN_Atayal,TWN,Atayal,F,0.4,0.4
876,TWN_Hakka,TWN,Hakka,F,11.0,11.0
877,TWN_Mandarin Chinese,TWN,Mandarin Chinese,T,20.1,20.1
878,TWN_Min,TWN,Min,F,66.7,66.7
879,TWN_Paiwan,TWN,Paiwan,F,0.3,0.3
880,TZA_Chaga and Pare,TZA,Chaga and Pare,F,4.9,4.9
881,TZA_Gogo,TZA,Gogo,F,3.9,3.9
882,TZA_Ha,TZA,Ha,F,3.5,3.5
883,TZA_Haya,TZA,Haya,F,5.9,5.9
884,TZA_Hehet,TZA,Hehet,F,6.9,6.9
885,TZA_Luguru,TZA,Luguru,F,4.9,4.9
886,TZA_Makonde,TZA,Makonde,F,5.9,5.9
887,TZA_Nyakusa,TZA,Nyakusa,F,5.4,5.4
888,TZA_Nyamwesi,TZA,Nyamwesi,F,21.1,21.1
889,TZA_Shambala,TZA,Shambala,F,4.3,4.3
890,TZA_Swahili,TZA,Swahili,T,8.8,8.8
891,UGA_Acholi,UGA,Acholi,F,4.4,4.4
892,UGA_Ganda,UGA,Ganda,F,18.1,18.1
893,UGA_Gisu,UGA,Gisu,F,4.5,4.5
894,UGA_Kiga,UGA,Kiga,F,8.3,8.3
895,UGA_Lango,UGA,Lango,F,5.9,5.9
896,UGA_Lugbara,UGA,Lugbara,F,4.7,4.7
897,UGA_Nkole,UGA,Nkole,F,10.7,10.7
898,UGA_Rwanda,UGA,Rwanda,F,3.2,3.2
899,UGA_Soga,UGA,Soga,F,8.2,8.2
900,UGA_Teso,UGA,Teso,F,6.0,6.0
901,UKR_Belorussian,UKR,Belorussian,F,0.3,0.3
902,UKR_Bulgariana,UKR,Bulgariana,F,0.3,0.3
903,UKR_Hungarian,UKR,Hungarian,F,0.3,0.3
904,UKR_Polish,UKR,Polish,F,0.1,0.1
905,UKR_Romanian,UKR,Romanian,F,0.7,0.7
906,UKR_Russian,UKR,Russian,F,32.9,32.9
907,UKR_Ukrainian,UKR,Ukrainian,T,64.7,64.7
908,UMI_English,UMI,English,T,0.0,0.0
909,URY_Spanish,URY,Spanish,T,95.7,95.7
910,USA_Chinese,USA,Chinese,F,0.6,0.6
911,USA_English,USA,English,T,86.2,86.2
912,USA_French,USA,French,F,0.7,0.7
913,USA_German,USA,German,F,0.7,0.7
914,USA_Italian,USA,Italian,F,0.6,0.6
915,USA_Japanese,USA,Japanese,F,0.2,0.2
916,USA_Korean,USA,Korean,F,0.3,0.3
917,USA_Polish,USA,Polish,F,0.3,0.3
918,USA_Portuguese,USA,Portuguese,F,0.2,0.2
919,USA_Spanish,USA,Spanish,F,7.5,7.5
920,USA_Tagalog,USA,Tagalog,F,0.4,0.4
921,USA_Vietnamese,USA,Vietnamese,F,0.2,0.2
922,UZB_Karakalpak,UZB,Karakalpak,F,2.0,2.0
923,UZB_Kazakh,UZB,Kazakh,F,3.8,3.8
924,UZB_Russian,UZB,Russian,F,10.9,10.9
925,UZB_Tadzhik,UZB,Tadzhik,F,4.4,4.4
926,UZB_Tatar,UZB,Tatar,F,1.8,1.8
