,GoodStudent,Age,SocioEcon,RiskAversion,VehicleYear,ThisCarDam,RuggedAuto,Accident,MakeModel,DrivQuality,Mileage,Antilock,DrivingSkill,SeniorTrain,ThisCarCost,Theft,CarValue,HomeBase,AntiTheft,PropCost,OtherCarCost,OtherCar,MedCost,Cushioning,Airbag,ILiCost,DrivHist
1551,False,Adolescent,UpperMiddle,Adventurous,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1552,False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
1553,False,Adult,Middle,Psychopath,Older,Severe,EggShell,Severe,FamilySedan,Poor,Domino,False,Normal,False,TenThou,False,FiveThou,Secure,False,HundredThou,HundredThou,True,Million,Fair,False,Thousand,One
1554,False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,True,Thousand,False,FiveThou,City,True,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
1555,False,Senior,Middle,Cautious,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,False,Normal,True,Thousand,False,TenThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
1556,False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1557,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1558,False,Adult,Middle,Normal,Current,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,Suburb,False,HundredThou,TenThou,True,HundredThou,Poor,True,Thousand,One
1559,False,Adolescent,Middle,Cautious,Older,Moderate,Football,Moderate,FamilySedan,Normal,FiftyThou,False,Normal,False,HundredThou,False,TwentyThou,Secure,True,Million,HundredThou,True,Thousand,Fair,False,Thousand,Zero
1560,False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Poor,TwentyThou,True,SubStandard,False,Thousand,False,FiftyThou,Suburb,True,Thousand,Thousand,False,Thousand,Fair,True,Thousand,Many
1561,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
1562,False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1563,False,Senior,Middle,Cautious,Older,None,EggShell,None,FamilySedan,Normal,TwentyThou,False,Normal,True,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1564,False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1565,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,Rural,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,One
1566,False,Senior,UpperMiddle,Normal,Current,None,Football,None,Luxury,Excellent,Domino,True,Expert,False,Thousand,False,FiftyThou,Suburb,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1567,False,Adult,Prole,Cautious,Older,Moderate,Football,Moderate,FamilySedan,Poor,TwentyThou,False,SubStandard,False,TenThou,False,FiveThou,City,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,One
1568,False,Adolescent,Middle,Adventurous,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,One
1569,False,Adult,Middle,Adventurous,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
1570,False,Adolescent,Prole,Normal,Older,None,EggShell,None,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
1571,False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
1572,False,Senior,Middle,Cautious,Older,Severe,Football,Severe,Economy,Poor,FiftyThou,False,SubStandard,True,TenThou,False,FiveThou,Secure,True,HundredThou,HundredThou,True,TenThou,Good,False,Thousand,Many
1573,False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Normal,Domino,True,Normal,False,Thousand,False,FiftyThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1574,True,Adolescent,Middle,Normal,Older,Severe,Football,Severe,FamilySedan,Poor,Domino,False,SubStandard,False,TenThou,False,FiveThou,Suburb,True,HundredThou,TenThou,True,Thousand,Good,True,HundredThou,Many
1575,False,Adolescent,Middle,Cautious,Current,None,Football,None,FamilySedan,Excellent,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1576,False,Senior,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,True,Thousand,False,TenThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
1577,True,Adolescent,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,City,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Many
1578,False,Adult,Prole,Normal,Older,None,Football,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
1579,False,Senior,Middle,Normal,Older,None,Tank,None,FamilySedan,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,Secure,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
1580,False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
1581,False,Adolescent,Middle,Normal,Current,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
1582,False,Adult,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
1583,False,Adult,UpperMiddle,Adventurous,Current,None,EggShell,None,SportsCar,Excellent,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Suburb,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
1584,True,Adolescent,Middle,Cautious,Older,Mild,Tank,Severe,FamilySedan,Poor,Domino,False,SubStandard,False,Thousand,False,FiveThou,Secure,True,HundredThou,HundredThou,True,Thousand,Good,False,Thousand,One
1585,False,Adult,UpperMiddle,Normal,Current,None,Football,None,FamilySedan,Excellent,FiftyThou,False,Expert,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
1586,True,Adolescent,Prole,Adventurous,Older,Moderate,EggShell,Moderate,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,HundredThou,HundredThou,True,TenThou,Fair,False,Thousand,Many
1587,False,Senior,Middle,Psychopath,Older,None,Tank,None,FamilySedan,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,City,False,TenThou,Thousand,False,Thousand,Excellent,False,Thousand,Many
1588,False,Adult,Middle,Normal,Current,None,Football,None,Economy,Excellent,Domino,False,Expert,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1589,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Poor,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
1590,False,Adolescent,Prole,Adventurous,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
1591,False,Senior,UpperMiddle,Normal,Older,Severe,Tank,Moderate,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,Suburb,True,TenThou,TenThou,True,Thousand,Excellent,True,Thousand,Many
1592,False,Adult,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TenThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Many
1593,False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
1594,False,Adult,UpperMiddle,Adventurous,Current,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,TwentyThou,Secure,False,Million,HundredThou,True,Thousand,Good,True,Thousand,Many
1595,False,Adult,Wealthy,Normal,Current,Mild,EggShell,Mild,SportsCar,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,Rural,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Many
1596,False,Adult,Middle,Normal,Older,None,EggShell,None,FamilySedan,Normal,Domino,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1597,False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,Rural,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Many
1598,False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,Domino,False,Normal,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1599,False,Adult,Prole,Normal,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,FiveThou,City,False,HundredThou,TenThou,False,Thousand,Good,False,Thousand,One
1600,False,Adult,Prole,Adventurous,Older,Mild,EggShell,Mild,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TenThou,Rural,False,Thousand,Thousand,True,TenThou,Poor,False,Thousand,Many
1601,False,Adolescent,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,TwentyThou,False,SubStandard,False,TenThou,False,TenThou,City,False,TenThou,Thousand,False,TenThou,Poor,False,Thousand,Many
1602,False,Adolescent,Prole,Adventurous,Current,None,EggShell,None,Economy,Excellent,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,False,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
1603,False,Adult,Prole,Adventurous,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,False,Thousand,Poor,False,Thousand,One
1604,False,Adult,Middle,Adventurous,Older,None,Football,None,Economy,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,One
1605,False,Adult,Prole,Normal,Older,Moderate,EggShell,Moderate,Economy,Poor,Domino,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Million,Poor,False,Thousand,One
1606,False,Adult,UpperMiddle,Adventurous,Current,Moderate,Tank,Moderate,Luxury,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,FiftyThou,City,False,HundredThou,Thousand,True,Thousand,Excellent,True,Thousand,Many
1607,False,Adult,Middle,Cautious,Older,None,Football,None,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
1608,False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
1609,False,Adult,Prole,Cautious,Current,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Rural,True,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Zero
1610,False,Adult,UpperMiddle,Cautious,Current,None,Football,None,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1611,False,Adult,Prole,Cautious,Current,None,Football,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,True,TenThou,Thousand,False,Thousand,Good,True,Thousand,Zero
1612,False,Adolescent,UpperMiddle,Adventurous,Current,None,Football,None,FamilySedan,Poor,FiveThou,False,Normal,False,Thousand,False,TwentyThou,Secure,False,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,One
1613,False,Adult,Middle,Adventurous,Older,None,EggShell,None,SportsCar,Normal,FiveThou,False,Normal,False,Thousand,False,TenThou,Rural,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
1614,False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Normal,FiveThou,True,Normal,False,Thousand,False,FiftyThou,Rural,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1615,False,Adult,Middle,Cautious,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
1616,False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,True,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
1617,False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Zero
1618,False,Adult,Prole,Adventurous,Older,Severe,EggShell,Severe,Economy,Poor,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,TenThou,Good,True,Thousand,Zero
1619,False,Senior,Prole,Adventurous,Older,None,Football,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
1620,False,Adolescent,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Zero
1621,False,Adolescent,UpperMiddle,Adventurous,Current,Moderate,Football,Moderate,Luxury,Poor,FiftyThou,True,SubStandard,False,HundredThou,False,FiftyThou,Suburb,False,HundredThou,Thousand,True,Thousand,Excellent,True,Thousand,Many
1622,False,Adolescent,Middle,Cautious,Older,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,Secure,True,HundredThou,TenThou,True,Thousand,Good,False,HundredThou,Zero
1623,False,Adult,Middle,Cautious,Older,None,EggShell,None,FamilySedan,Excellent,FiveThou,False,Expert,False,Thousand,False,TenThou,Secure,True,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
1624,False,Adult,Prole,Normal,Current,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,TenThou,City,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
1625,False,Adolescent,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Secure,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
1626,False,Adult,Prole,Cautious,Older,Mild,EggShell,Mild,SportsCar,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TwentyThou,City,True,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
1627,False,Senior,UpperMiddle,Normal,Current,None,Football,None,Economy,Normal,TwentyThou,False,Normal,True,Thousand,False,FiveThou,Suburb,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
1628,False,Adult,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
1629,False,Adult,UpperMiddle,Adventurous,Current,Mild,Football,Mild,FamilySedan,Poor,Domino,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Fair,True,Thousand,Zero
1630,False,Adolescent,Middle,Adventurous,Current,None,EggShell,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Zero
1631,False,Senior,Prole,Cautious,Current,None,EggShell,None,Economy,Normal,Domino,False,Normal,True,Thousand,False,FiveThou,City,True,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Zero
1632,False,Senior,UpperMiddle,Adventurous,Current,Moderate,Football,Moderate,Luxury,Poor,TwentyThou,True,SubStandard,False,HundredThou,False,FiftyThou,City,False,HundredThou,Thousand,True,Thousand,Good,True,Thousand,Many
1633,False,Adult,Prole,Psychopath,Older,None,EggShell,None,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Fair,False,Thousand,Many
1634,True,Adolescent,UpperMiddle,Adventurous,Current,None,EggShell,None,FamilySedan,Excellent,FiveThou,False,Normal,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Fair,True,Thousand,One
1635,False,Adult,Middle,Cautious,Older,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,False,Thousand,Good,False,Thousand,Zero
1636,False,Senior,Prole,Cautious,Older,None,EggShell,None,SportsCar,Excellent,FiftyThou,False,Expert,True,Thousand,False,FiveThou,City,True,TenThou,Thousand,False,Thousand,Poor,False,Thousand,Zero
1637,False,Senior,Middle,Normal,Current,Severe,Football,Severe,FamilySedan,Poor,FiftyThou,False,SubStandard,False,TenThou,False,TenThou,Suburb,False,TenThou,TenThou,False,TenThou,Good,True,Thousand,Many
1638,False,Senior,Prole,Adventurous,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1639,False,Adult,UpperMiddle,Cautious,Older,None,EggShell,None,SportsCar,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Secure,True,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Many
1640,False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Excellent,FiftyThou,False,Expert,False,Thousand,False,FiveThou,Secure,False,Thousand,Thousand,True,Thousand,Good,False,Thousand,Zero
1641,False,Adult,Prole,Adventurous,Older,None,EggShell,None,FamilySedan,Excellent,Domino,False,Expert,False,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Zero
1642,False,Adult,Middle,Cautious,Older,None,Tank,Mild,FamilySedan,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Secure,True,Thousand,Thousand,True,Thousand,Good,False,Thousand,Many
1643,False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
1644,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Poor,TwentyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
1645,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1646,False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Normal,FiftyThou,True,Normal,False,Thousand,False,FiftyThou,Suburb,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
1647,False,Adult,Middle,Adventurous,Older,None,Tank,None,FamilySedan,Excellent,FiveThou,False,Expert,False,Thousand,False,FiveThou,Rural,False,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
1648,False,Senior,Prole,Normal,Older,None,EggShell,None,Economy,Excellent,Domino,False,Expert,True,Thousand,False,FiveThou,City,False,TenThou,Thousand,True,Thousand,Poor,False,Thousand,Zero
1649,False,Adolescent,Prole,Adventurous,Current,None,Football,None,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,False,Thousand,Good,True,Thousand,Many
1650,False,Adult,UpperMiddle,Cautious,Older,None,EggShell,None,Luxury,Normal,FiftyThou,False,Normal,False,Thousand,False,TwentyThou,Secure,True,Thousand,Thousand,True,Thousand,Poor,True,Thousand,Zero
1651,False,Senior,UpperMiddle,Normal,Current,None,Tank,None,Luxury,Normal,FiveThou,True,Normal,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
1652,False,Adult,Prole,Normal,Older,Mild,EggShell,Mild,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
1653,False,Adult,UpperMiddle,Adventurous,Current,None,Tank,None,Luxury,Normal,TwentyThou,True,Normal,False,Thousand,False,FiftyThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,One
1654,False,Adult,Prole,Normal,Older,None,Football,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,Rural,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
1655,False,Adult,UpperMiddle,Adventurous,Current,None,Football,None,FamilySedan,Poor,FiftyThou,True,SubStandard,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Many
1656,False,Senior,Prole,Normal,Older,None,EggShell,None,SportsCar,Poor,FiveThou,False,SubStandard,False,Thousand,False,TwentyThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Many
1657,False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,SportsCar,Poor,FiftyThou,True,SubStandard,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,True,Thousand,Many
1658,False,Adolescent,Prole,Normal,Older,None,EggShell,None,SportsCar,Poor,TwentyThou,False,SubStandard,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,One
1659,False,Adolescent,Prole,Adventurous,Older,None,EggShell,None,Economy,Poor,FiftyThou,False,SubStandard,False,Thousand,False,FiveThou,Rural,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
1660,False,Adult,UpperMiddle,Normal,Current,None,Football,None,Luxury,Normal,TwentyThou,True,Normal,False,Thousand,False,FiftyThou,Secure,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
1661,False,Senior,Middle,Normal,Current,None,Football,None,FamilySedan,Excellent,FiftyThou,True,Expert,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
1662,False,Adult,Middle,Normal,Older,None,EggShell,None,Economy,Excellent,TwentyThou,False,Expert,False,Thousand,False,FiveThou,Suburb,False,Thousand,Thousand,True,Thousand,Fair,False,Thousand,Zero
1663,False,Adult,Middle,Normal,Current,Mild,EggShell,Mild,SportsCar,Normal,TwentyThou,True,Normal,False,Thousand,False,TwentyThou,Secure,False,Thousand,Thousand,False,Thousand,Poor,True,Thousand,Many
1664,False,Senior,Middle,Cautious,Current,None,Tank,None,FamilySedan,Normal,FiftyThou,False,Normal,True,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Excellent,True,Thousand,Zero
1665,True,Adolescent,Middle,Normal,Older,None,Football,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,TenThou,Thousand,True,Thousand,Fair,False,Thousand,Zero
1666,False,Adolescent,UpperMiddle,Adventurous,Current,None,EggShell,None,SportsCar,Poor,Domino,True,SubStandard,False,Thousand,False,TwentyThou,Secure,False,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Many
1667,False,Senior,Prole,Cautious,Current,None,Football,None,Economy,Normal,FiveThou,False,Normal,True,Thousand,False,TenThou,City,True,TenThou,Thousand,True,Thousand,Good,True,Thousand,Zero
1668,False,Adolescent,Middle,Normal,Older,None,EggShell,None,SportsCar,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1669,False,Adult,UpperMiddle,Normal,Current,None,EggShell,None,Luxury,Poor,TwentyThou,True,SubStandard,False,Thousand,False,FiftyThou,Secure,True,TenThou,Thousand,True,Thousand,Poor,True,Thousand,Many
1670,False,Adult,UpperMiddle,Normal,Current,Mild,EggShell,Mild,SportsCar,Poor,TwentyThou,True,SubStandard,False,Thousand,False,TwentyThou,Secure,True,TenThou,Thousand,True,Thousand,Fair,True,Thousand,One
1671,False,Adult,Prole,Normal,Current,None,Football,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,TenThou,City,False,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1672,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,False,Thousand,Poor,False,Thousand,Zero
1673,False,Adult,UpperMiddle,Cautious,Current,None,Football,None,Luxury,Excellent,FiftyThou,True,Expert,False,Thousand,False,FiftyThou,Secure,True,Thousand,Thousand,True,Thousand,Good,True,Thousand,Zero
1674,False,Adolescent,Middle,Adventurous,Current,None,Football,None,FamilySedan,Normal,FiveThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,False,Thousand,Thousand,True,Thousand,Excellent,True,Thousand,Zero
1675,False,Adult,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,FiveThou,Suburb,False,TenThou,Thousand,False,Thousand,Good,False,Thousand,Zero
1676,False,Adult,Prole,Normal,Older,None,EggShell,None,Economy,Normal,FiftyThou,False,Normal,False,Thousand,False,FiveThou,City,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1677,False,Adult,Middle,Normal,Older,None,Football,Mild,Economy,Poor,FiveThou,False,SubStandard,False,Thousand,False,TenThou,Suburb,False,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Many
1678,False,Adult,Middle,Normal,Older,Severe,EggShell,Severe,SportsCar,Poor,TwentyThou,False,SubStandard,False,TenThou,False,FiveThou,Suburb,False,HundredThou,HundredThou,True,Million,Fair,False,TenThou,Many
1679,False,Senior,Prole,Cautious,Older,None,EggShell,None,Economy,Normal,TwentyThou,False,Normal,True,Thousand,False,FiveThou,Suburb,True,Thousand,Thousand,True,Thousand,Poor,False,Thousand,Zero
1680,False,Senior,Middle,Normal,Older,None,Tank,None,FamilySedan,Normal,TwentyThou,False,Normal,False,Thousand,False,TwentyThou,Suburb,True,TenThou,Thousand,True,Thousand,Good,False,Thousand,Zero
