,GeneID1_GeneID2,GeneID1,GeneID2,Type,Expression_Corr,add_numerical
387,G235297_G236702,G235297,G236702,Physical,0.5203497579999999,0.5203497579999999
388,G235301_G234732,G235301,G234732,Genetic-Physical,0.986212398,0.986212398
389,G235301_G235407,G235301,G235407,Physical,0.54589598,0.54589598
390,G235301_G235632,G235301,G235632,Physical,0.6097150610000001,0.6097150610000001
391,G235301_G235687,G235301,G235687,Physical,0.0,0.0
392,G235309_G234381,G235309,G234381,Genetic,0.281626665,0.281626665
393,G235312_G234684,G235312,G234684,Genetic,0.709874329,0.709874329
394,G235312_G234779,G235312,G234779,Physical,0.0,0.0
395,G235312_G234839,G235312,G234839,Genetic,0.05149284,0.05149284
396,G235317_G238415,G235317,G238415,Physical,0.0,0.0
397,G235327_G235490,G235327,G235490,Physical,-0.682875584,-0.682875584
398,G235327_G235692,G235327,G235692,Genetic,0.459036101,0.459036101
399,G235329_G235637,G235329,G235637,Physical,0.5310670239999999,0.5310670239999999
400,G235329_G235843,G235329,G235843,Physical,0.515465562,0.515465562
401,G235329_G236351,G235329,G236351,Physical,0.703010525,0.703010525
402,G235329_G240400,G235329,G240400,Physical,0.594404052,0.594404052
403,G235332_G235247,G235332,G235247,Physical,0.586651338,0.586651338
404,G235332_G235278,G235332,G235278,Physical,0.095650883,0.095650883
405,G235332_G235442,G235332,G235442,Physical,0.474495245,0.474495245
406,G235332_G235846,G235332,G235846,Physical,0.644203775,0.644203775
407,G235334_G235279,G235334,G235279,Physical,0.619463643,0.619463643
408,G235335_G235544,G235335,G235544,Physical,0.8686334440000001,0.8686334440000001
409,G235336_G234103,G235336,G234103,Physical,0.5071556429999999,0.5071556429999999
410,G235336_G235257,G235336,G235257,Physical,-0.1331234909999999,-0.1331234909999999
411,G235336_G235336,G235336,G235336,Physical,1.0,1.0
412,G235336_G235363,G235336,G235363,Physical,-0.469868938,-0.469868938
413,G235336_G235535,G235336,G235535,Genetic,0.7821507540000001,0.7821507540000001
414,G235336_G235701,G235336,G235701,Physical,0.69863206,0.69863206
415,G235336_G236817,G235336,G236817,Genetic-Physical,-0.0435785909999999,-0.0435785909999999
416,G235340_G237843,G235340,G237843,Genetic,-0.01650513,-0.01650513
417,G235344_G235516,G235344,G235516,Physical,0.49919507,0.49919507
418,G235344_G235692,G235344,G235692,Physical,0.699791796,0.699791796
419,G235344_G235712,G235344,G235712,Genetic,0.485897277,0.485897277
420,G235348_G235780,G235348,G235780,Physical,-0.851729394,-0.851729394
421,G235349_G235123,G235349,G235123,Physical,0.196788832,0.196788832
422,G235350_G234549,G235350,G234549,Physical,0.512941182,0.512941182
423,G235350_G234980,G235350,G234980,Physical,-0.041962416,-0.041962416
424,G235350_G235350,G235350,G235350,Physical,1.0,1.0
425,G235357_G239653,G235357,G239653,Genetic,0.891039915,0.891039915
426,G235358_G234341,G235358,G234341,Physical,0.133261607,0.133261607
427,G235358_G234533,G235358,G234533,Physical,-0.466140745,-0.466140745
428,G235371_G235157,G235371,G235157,Physical,0.88601015,0.88601015
429,G235371_G235244,G235371,G235244,Physical,0.11734435,0.11734435
430,G235375_G234214,G235375,G234214,Genetic-Physical,-0.533112364,-0.533112364
431,G235380_G235561,G235380,G235561,Physical,0.312093675,0.312093675
432,G235381_G235417,G235381,G235417,Physical,-0.0741368979999999,-0.0741368979999999
433,G235388_G235372,G235388,G235372,Physical,0.864190393,0.864190393
434,G235400_G235754,G235400,G235754,Physical,-0.051075603,-0.051075603
435,G235407_G234732,G235407,G234732,Genetic-Physical,0.517652706,0.517652706
436,G235407_G235632,G235407,G235632,Physical,0.962220218,0.962220218
437,G235407_G235856,G235407,G235856,Genetic,0.6958588459999999,0.6958588459999999
438,G235408_G235759,G235408,G235759,Genetic-Physical,0.38663859,0.38663859
439,G235417_G235735,G235417,G235735,Physical,0.365180925,0.365180925
440,G235419_G235572,G235419,G235572,Genetic,-0.067101314,-0.067101314
441,G235425_G237120,G235425,G237120,Physical,0.748497753,0.748497753
442,G235435_G234103,G235435,G234103,Genetic,0.152332875,0.152332875
443,G235438_G234894,G235438,G234894,Physical,-0.469436589,-0.469436589
444,G235438_G235332,G235438,G235332,Genetic-Physical,0.062015959,0.062015959
445,G235438_G235400,G235438,G235400,Genetic-Physical,0.659153394,0.659153394
446,G235439_G234505,G235439,G234505,Genetic,0.773754807,0.773754807
447,G235439_G234513,G235439,G234513,Physical,0.135871047,0.135871047
448,G235439_G234980,G235439,G234980,Genetic,0.239501471,0.239501471
449,G235439_G235131,G235439,G235131,Physical,0.519112629,0.519112629
450,G235439_G235157,G235439,G235157,Physical,0.285324205,0.285324205
451,G235439_G235170,G235439,G235170,Genetic,0.119740468,0.119740468
452,G235439_G235244,G235439,G235244,Physical,0.49096465,0.49096465
453,G235439_G235247,G235439,G235247,Physical,0.692933005,0.692933005
454,G235439_G235250,G235439,G235250,Genetic-Physical,0.423344481,0.423344481
455,G235439_G235278,G235439,G235278,Physical,0.337712414,0.337712414
456,G235439_G235371,G235439,G235371,Physical,0.379073579,0.379073579
457,G235439_G235735,G235439,G235735,Physical,0.317403512,0.317403512
458,G235439_G235780,G235439,G235780,Genetic,0.187537558,0.187537558
459,G235439_G235874,G235439,G235874,Genetic,0.8868069140000001,0.8868069140000001
460,G235442_G235247,G235442,G235247,Physical,0.366740634,0.366740634
461,G235442_G235846,G235442,G235846,Genetic,0.760449477,0.760449477
462,G235448_G235607,G235448,G235607,Physical,0.8164611140000001,0.8164611140000001
463,G235453_G235207,G235453,G235207,Genetic,-0.557700778,-0.557700778
464,G235453_G235542,G235453,G235542,Genetic,-0.623968569,-0.623968569
465,G235453_G235566,G235453,G235566,Genetic,-0.7989556240000001,-0.7989556240000001
466,G235457_G235530,G235457,G235530,Genetic-Physical,-0.277366456,-0.277366456
467,G235462_G234341,G235462,G234341,Genetic,0.6900272209999999,0.6900272209999999
468,G235463_G234446,G235463,G234446,Physical,0.348400604,0.348400604
469,G235463_G234764,G235463,G234764,Physical,0.382436419,0.382436419
470,G235463_G235575,G235463,G235575,Physical,0.772309609,0.772309609
471,G235467_G235403,G235467,G235403,Physical,0.111792809,0.111792809
472,G235468_G235450,G235468,G235450,Physical,-0.087018614,-0.087018614
473,G235468_G236509,G235468,G236509,Genetic,0.594570026,0.594570026
474,G235468_G237345,G235468,G237345,Physical,0.0,0.0
475,G235468_G238740,G235468,G238740,Physical,0.997666911,0.997666911
476,G235469_G234317,G235469,G234317,Genetic-Physical,0.381291781,0.381291781
477,G235469_G235624,G235469,G235624,Physical,0.544827241,0.544827241
478,G235474_G234103,G235474,G234103,Genetic,0.111868491,0.111868491
479,G235474_G235435,G235474,G235435,Physical,-0.356321138,-0.356321138
480,G235474_G235474,G235474,G235474,Physical,1.0,1.0
481,G235474_G237213,G235474,G237213,Genetic,0.6114998660000001,0.6114998660000001
482,G235475_G234240,G235475,G234240,Genetic,0.022759398,0.022759398
483,G235477_G234732,G235477,G234732,Physical,0.775780965,0.775780965
484,G235477_G235766,G235477,G235766,Physical,0.497132475,0.497132475
485,G235479_G238238,G235479,G238238,Genetic,0.236143912,0.236143912
486,G235480_G235188,G235480,G235188,Genetic,0.167746491,0.167746491
487,G235482_G235499,G235482,G235499,Physical,-0.525196729,-0.525196729
488,G235482_G235597,G235482,G235597,Genetic,-0.360540159,-0.360540159
489,G235482_G237509,G235482,G237509,Genetic,-0.610796207,-0.610796207
490,G235485_G234659,G235485,G234659,Physical,-0.545869278,-0.545869278
491,G235486_G235242,G235486,G235242,Genetic,-0.199575696,-0.199575696
492,G235486_G237760,G235486,G237760,Genetic,0.0,0.0
493,G235489_G238415,G235489,G238415,Physical,0.864017155,0.864017155
494,G235490_G235874,G235490,G235874,Physical,-0.046902044,-0.046902044
495,G235490_G237982,G235490,G237982,Physical,0.836717107,0.836717107
496,G235495_G234993,G235495,G234993,Genetic,0.701719773,0.701719773
497,G235496_G235188,G235496,G235188,Genetic,-0.384796196,-0.384796196
498,G235500_G238415,G235500,G238415,Physical,0.7467496809999999,0.7467496809999999
499,G235502_G238415,G235502,G238415,Physical,0.9227826,0.9227826
500,G235514_G235426,G235514,G235426,Physical,0.313805394,0.313805394
501,G235516_G235207,G235516,G235207,Genetic,0.722190806,0.722190806
502,G235516_G235417,G235516,G235417,Physical,0.59898413,0.59898413
503,G235516_G238415,G235516,G238415,Physical,0.7960981159999999,0.7960981159999999
504,G235518_G235530,G235518,G235530,Physical,-0.437439365,-0.437439365
505,G235529_G235796,G235529,G235796,Physical,0.632656896,0.632656896
506,G235530_G235826,G235530,G235826,Physical,-0.304665304,-0.304665304
507,G235539_G234185,G235539,G234185,Physical,0.478546544,0.478546544
508,G235539_G235163,G235539,G235163,Genetic,-0.219070932,-0.219070932
509,G235539_G235189,G235539,G235189,Genetic-Physical,0.232156337,0.232156337
510,G235539_G235248,G235539,G235248,Physical,0.490281179,0.490281179
511,G235539_G235930,G235539,G235930,Genetic,-0.34342099,-0.34342099
512,G235546_G235133,G235546,G235133,Genetic-Physical,0.240089673,0.240089673
513,G235550_G235336,G235550,G235336,Physical,-0.238697558,-0.238697558
514,G235550_G235639,G235550,G235639,Physical,-0.589151831,-0.589151831
515,G235550_G235701,G235550,G235701,Physical,-0.66749142,-0.66749142
516,G235550_G238704,G235550,G238704,Physical,0.669723081,0.669723081
517,G235550_G239467,G235550,G239467,Physical,0.7092479420000001,0.7092479420000001
518,G235558_G235242,G235558,G235242,Genetic,0.136246545,0.136246545
519,G235559_G235780,G235559,G235780,Physical,-0.550312955,-0.550312955
520,G235563_G235266,G235563,G235266,Physical,0.5827580410000001,0.5827580410000001
521,G235568_G235697,G235568,G235697,Genetic,0.8066634309999999,0.8066634309999999
522,G235573_G235865,G235573,G235865,Physical,0.758813463,0.758813463
523,G235574_G235677,G235574,G235677,Genetic,0.670995274,0.670995274
524,G235578_G236280,G235578,G236280,Physical,0.230581434,0.230581434
525,G235579_G234831,G235579,G234831,Physical,-0.796925792,-0.796925792
526,G235579_G235579,G235579,G235579,Physical,1.0,1.0
527,G235580_G236280,G235580,G236280,Physical,0.342639674,0.342639674
528,G235597_G234122,G235597,G234122,Genetic,0.953369334,0.953369334
529,G235597_G234381,G235597,G234381,Genetic,0.499715587,0.499715587
530,G235597_G234393,G235597,G234393,Genetic,0.197677835,0.197677835
531,G235597_G235165,G235597,G235165,Genetic-Physical,0.6893899179999999,0.6893899179999999
532,G235597_G235239,G235597,G235239,Physical,0.064656085,0.064656085
533,G235597_G235261,G235597,G235261,Genetic-Physical,0.0,0.0
534,G235597_G235281,G235597,G235281,Physical,0.8487889670000001,0.8487889670000001
535,G235597_G235293,G235597,G235293,Physical,0.975900759,0.975900759
536,G235597_G235607,G235597,G235607,Genetic,0.702262724,0.702262724
537,G235597_G235728,G235597,G235728,Physical,0.48618531,0.48618531
538,G235597_G235788,G235597,G235788,Genetic,0.7513657220000001,0.7513657220000001
539,G235597_G235834,G235597,G235834,Genetic-Physical,0.522471503,0.522471503
540,G235597_G236406,G235597,G236406,Genetic,0.5428097620000001,0.5428097620000001
541,G235597_G238195,G235597,G238195,Genetic,0.906559197,0.906559197
542,G235603_G236280,G235603,G236280,Physical,0.240096327,0.240096327
543,G235606_G235564,G235606,G235564,Physical,0.8796954690000001,0.8796954690000001
544,G235606_G235606,G235606,G235606,Physical,1.0,1.0
545,G235607_G234393,G235607,G234393,Physical,0.7207382379999999,0.7207382379999999
546,G235607_G235723,G235607,G235723,Physical,0.200754151,0.200754151
547,G235607_G236210,G235607,G236210,Genetic,0.286515427,0.286515427
548,G235607_G236406,G235607,G236406,Physical,-0.007628053,-0.007628053
549,G235607_G236869,G235607,G236869,Genetic-Physical,0.0,0.0
550,G235610_G234392,G235610,G234392,Genetic,0.921704762,0.921704762
551,G235610_G235610,G235610,G235610,Physical,1.0,1.0
552,G235615_G235539,G235615,G235539,Physical,-0.146451675,-0.146451675
553,G235616_G234393,G235616,G234393,Genetic-Physical,0.732346536,0.732346536
554,G235617_G235832,G235617,G235832,Physical,0.656939742,0.656939742
555,G235619_G234330,G235619,G234330,Genetic,0.864206259,0.864206259
556,G235619_G234746,G235619,G234746,Physical,0.123402626,0.123402626
557,G235619_G235129,G235619,G235129,Genetic,-0.317344979,-0.317344979
558,G235619_G235159,G235619,G235159,Genetic-Physical,0.767612672,0.767612672
559,G235620_G235881,G235620,G235881,Physical,0.030145906,0.030145906
560,G235621_G235550,G235621,G235550,Physical,-0.237370915,-0.237370915
561,G235621_G235639,G235621,G235639,Physical,0.668639075,0.668639075
562,G235621_G239467,G235621,G239467,Physical,-0.001238791,-0.001238791
563,G235624_G237213,G235624,G237213,Physical,0.113648605,0.113648605
564,G235624_G238760,G235624,G238760,Physical,0.306322366,0.306322366
565,G235625_G235664,G235625,G235664,Physical,-0.118492101,-0.118492101
566,G235625_G235733,G235625,G235733,Physical,0.073936815,0.073936815
567,G235626_G234381,G235626,G234381,Genetic,0.660406545,0.660406545
568,G235626_G235246,G235626,G235246,Genetic,0.712462237,0.712462237
569,G235626_G235309,G235626,G235309,Genetic,-0.14619638,-0.14619638
570,G235626_G235391,G235626,G235391,Genetic-Physical,0.65944726,0.65944726
571,G235626_G235912,G235626,G235912,Genetic,0.253078118,0.253078118
572,G235626_G238061,G235626,G238061,Genetic,0.956020117,0.956020117
573,G235630_G239048,G235630,G239048,Physical,-0.77404057,-0.77404057
574,G235634_G239770,G235634,G239770,Genetic,0.8555673770000001,0.8555673770000001
575,G235636_G235386,G235636,G235386,Physical,-0.448142193,-0.448142193
576,G235648_G235648,G235648,G235648,Physical,1.0,1.0
577,G235648_G237213,G235648,G237213,Physical,0.338043844,0.338043844
578,G235649_G234549,G235649,G234549,Physical,0.434735933,0.434735933
579,G235649_G236576,G235649,G236576,Physical,0.317946182,0.317946182
580,G235652_G237021,G235652,G237021,Physical,0.932877998,0.932877998
581,G235654_G235201,G235654,G235201,Physical,0.908702754,0.908702754
582,G235655_G234103,G235655,G234103,Genetic-Physical,-0.093439225,-0.093439225
583,G235655_G235398,G235655,G235398,Genetic,0.080963139,0.080963139
584,G235677_G235105,G235677,G235105,Genetic-Physical,0.85435912,0.85435912
585,G235677_G235225,G235677,G235225,Genetic,-0.352199489,-0.352199489
586,G235677_G235532,G235677,G235532,Physical,0.8664640159999999,0.8664640159999999
587,G235677_G235793,G235677,G235793,Physical,0.946637914,0.946637914
588,G235677_G238677,G235677,G238677,Genetic,0.852073865,0.852073865
589,G235683_G238149,G235683,G238149,Physical,-0.276794328,-0.276794328
590,G235687_G234732,G235687,G234732,Genetic-Physical,0.0,0.0
591,G235687_G235407,G235687,G235407,Physical,0.0,0.0
592,G235687_G235632,G235687,G235632,Physical,0.0,0.0
593,G235687_G235687,G235687,G235687,Physical,0.0,0.0
594,G235689_G235247,G235689,G235247,Physical,0.010223965,0.010223965
595,G235690_G235690,G235690,G235690,Physical,1.0,1.0
596,G235692_G235712,G235692,G235712,Genetic,0.685858959,0.685858959
597,G235693_G235189,G235693,G235189,Physical,0.5730749470000001,0.5730749470000001
598,G235697_G235207,G235697,G235207,Genetic,0.7038725159999999,0.7038725159999999
599,G235699_G235620,G235699,G235620,Physical,0.140612982,0.140612982
600,G235699_G235881,G235699,G235881,Physical,0.6697014929999999,0.6697014929999999
601,G235701_G235701,G235701,G235701,Physical,1.0,1.0
602,G235711_G235243,G235711,G235243,Genetic,-0.02250644,-0.02250644
603,G235716_G235300,G235716,G235300,Physical,0.7451413,0.7451413
604,G235717_G235184,G235717,G235184,Physical,-0.144735101,-0.144735101
605,G235717_G235762,G235717,G235762,Genetic-Physical,-0.707244656,-0.707244656
606,G235717_G235810,G235717,G235810,Physical,-0.219634711,-0.219634711
607,G235718_G235572,G235718,G235572,Genetic,0.1729715539999999,0.1729715539999999
608,G235718_G235718,G235718,G235718,Physical,1.0,1.0
609,G235723_G235586,G235723,G235586,Physical,-0.210741926,-0.210741926
610,G235724_G235077,G235724,G235077,Physical,-0.275187519,-0.275187519
611,G235726_G235759,G235726,G235759,Physical,0.461798578,0.461798578
612,G235728_G235165,G235728,G235165,Physical,0.241699196,0.241699196
613,G235728_G235239,G235728,G235239,Physical,0.642642829,0.642642829
614,G235728_G235261,G235728,G235261,Physical,0.0,0.0
615,G235728_G235293,G235728,G235293,Physical,0.6403069579999999,0.6403069579999999
616,G235728_G235834,G235728,G235834,Physical,0.7479132359999999,0.7479132359999999
617,G235729_G235274,G235729,G235274,Physical,0.273375998,0.273375998
618,G235729_G235729,G235729,G235729,Physical,1.0,1.0
619,G235733_G235664,G235733,G235664,Physical,0.782093536,0.782093536
620,G235735_G235157,G235735,G235157,Physical,0.53117721,0.53117721
621,G235735_G235244,G235735,G235244,Physical,0.6719354820000001,0.6719354820000001
622,G235735_G235247,G235735,G235247,Physical,0.399288036,0.399288036
623,G235735_G235371,G235735,G235371,Physical,0.359987157,0.359987157
624,G235741_G235690,G235741,G235690,Physical,0.6865732109999999,0.6865732109999999
625,G235741_G235741,G235741,G235741,Physical,1.0,1.0
626,G235749_G235059,G235749,G235059,Physical,0.903975659,0.903975659
627,G235749_G235130,G235749,G235130,Physical,0.970372245,0.970372245
628,G235749_G235715,G235749,G235715,Physical,0.949912843,0.949912843
629,G235749_G235782,G235749,G235782,Physical,0.886005312,0.886005312
630,G235749_G235866,G235749,G235866,Physical,0.988432265,0.988432265
631,G235750_G240410,G235750,G240410,Physical,0.477779109,0.477779109
632,G235756_G235866,G235756,G235866,Physical,0.938279092,0.938279092
633,G235758_G238415,G235758,G238415,Physical,0.806216553,0.806216553
634,G235759_G235765,G235759,G235765,Physical,-0.720582088,-0.720582088
635,G235762_G235762,G235762,G235762,Physical,1.0,1.0
636,G235766_G234732,G235766,G234732,Genetic-Physical,0.919603476,0.919603476
637,G235766_G235632,G235766,G235632,Genetic,0.728917501,0.728917501
638,G235772_G235123,G235772,G235123,Physical,-0.532738745,-0.532738745
639,G235772_G235241,G235772,G235241,Physical,-0.112717488,-0.112717488
640,G235772_G235349,G235772,G235349,Physical,0.029959947,0.029959947
641,G235776_G235490,G235776,G235490,Physical,0.92055883,0.92055883
642,G235780_G234980,G235780,G234980,Genetic,0.842759965,0.842759965
643,G235780_G235131,G235780,G235131,Genetic,0.8432851729999999,0.8432851729999999
644,G235780_G235874,G235780,G235874,Genetic,0.487390318,0.487390318
645,G235781_G235781,G235781,G235781,Physical,1.0,1.0
646,G235785_G235129,G235785,G235129,Genetic,0.532955317,0.532955317
647,G235793_G235532,G235793,G235532,Genetic,0.7214856959999999,0.7214856959999999
648,G235796_G235529,G235796,G235529,Physical,0.632656896,0.632656896
649,G235802_G234270,G235802,G234270,Physical,0.373501309,0.373501309
650,G235802_G234788,G235802,G234788,Physical,0.50036503,0.50036503
651,G235802_G235490,G235802,G235490,Physical,-0.409014525,-0.409014525
652,G235810_G235184,G235810,G235184,Physical,0.517237674,0.517237674
653,G235810_G235762,G235810,G235762,Physical,0.8125881770000001,0.8125881770000001
654,G235815_G235701,G235815,G235701,Genetic-Physical,0.696997304,0.696997304
655,G235815_G237624,G235815,G237624,Physical,0.581459954,0.581459954
656,G235815_G240065,G235815,G240065,Physical,0.770832863,0.770832863
657,G235816_G238415,G235816,G238415,Physical,0.821325938,0.821325938
658,G235817_G235336,G235817,G235336,Genetic-Physical,0.853267821,0.853267821
659,G235817_G235363,G235817,G235363,Physical,-0.571427648,-0.571427648
660,G235819_G235366,G235819,G235366,Physical,0.955675241,0.955675241
661,G235820_G234344,G235820,G234344,Physical,-0.001545772,-0.001545772
662,G235820_G234393,G235820,G234393,Physical,0.663522712,0.663522712
663,G235820_G235723,G235820,G235723,Physical,0.928329164,0.928329164
664,G235821_G235759,G235821,G235759,Genetic,0.779728843,0.779728843
665,G235830_G234830,G235830,G234830,Genetic,0.162887571,0.162887571
666,G235830_G235327,G235830,G235327,Genetic,0.060247951,0.060247951
667,G235830_G237021,G235830,G237021,Physical,0.492602841,0.492602841
668,G235830_G238415,G235830,G238415,Physical,0.516167763,0.516167763
669,G235832_G235664,G235832,G235664,Physical,0.012051477,0.012051477
670,G235832_G235723,G235832,G235723,Physical,0.5922614079999999,0.5922614079999999
671,G235834_G235239,G235834,G235239,Physical,0.064862323,0.064862323
672,G235835_G234381,G235835,G234381,Genetic,-0.330354816,-0.330354816
673,G235835_G235309,G235835,G235309,Genetic,0.69760125,0.69760125
674,G235835_G235781,G235835,G235781,Genetic,0.854581177,0.854581177
675,G235835_G235912,G235835,G235912,Genetic,0.21693664,0.21693664
676,G235835_G238061,G235835,G238061,Genetic,-0.390393857,-0.390393857
677,G235835_G238195,G235835,G238195,Genetic,0.49419117,0.49419117
678,G235844_G235107,G235844,G235107,Physical,0.057379353,0.057379353
679,G235844_G235653,G235844,G235653,Physical,0.0,0.0
680,G235853_G235257,G235853,G235257,Physical,0.7803366740000001,0.7803366740000001
681,G235856_G234392,G235856,G234392,Physical,0.298200292,0.298200292
682,G235856_G235632,G235856,G235632,Genetic,0.584223416,0.584223416
683,G235863_G235135,G235863,G235135,Genetic,-0.4359295,-0.4359295
684,G235866_G235059,G235866,G235059,Physical,0.890659,0.890659
685,G235866_G235130,G235866,G235130,Physical,0.962131978,0.962131978
686,G235866_G235715,G235866,G235715,Physical,0.95660955,0.95660955
687,G235866_G235782,G235866,G235782,Physical,0.88100591,0.88100591
688,G235866_G235866,G235866,G235866,Physical,1.0,1.0
689,G235871_G235307,G235871,G235307,Physical,0.4652004420000001,0.4652004420000001
690,G235872_G235788,G235872,G235788,Genetic,0.6163397660000001,0.6163397660000001
691,G235885_G235885,G235885,G235885,Physical,1.0,1.0
692,G235885_G237021,G235885,G237021,Physical,-0.167528266,-0.167528266
693,G235892_G235506,G235892,G235506,Physical,0.920583217,0.920583217
694,G235922_G235759,G235922,G235759,Genetic,0.0,0.0
695,G235924_G234103,G235924,G234103,Genetic,-0.065316347,-0.065316347
696,G235930_G234240,G235930,G234240,Genetic,0.424227993,0.424227993
697,G235930_G238760,G235930,G238760,Physical,0.557611392,0.557611392
698,G235972_G237778,G235972,G237778,Genetic-Physical,0.57150429,0.57150429
699,G235995_G238916,G235995,G238916,Genetic,0.8353908320000001,0.8353908320000001
700,G235995_G239488,G235995,G239488,Genetic,0.904362729,0.904362729
701,G236022_G235189,G236022,G235189,Physical,0.259940095,0.259940095
702,G236047_G235447,G236047,G235447,Physical,0.800386108,0.800386108
703,G236063_G235490,G236063,G235490,Physical,0.406240337,0.406240337
704,G236063_G237732,G236063,G237732,Physical,0.477325142,0.477325142
705,G236068_G238621,G236068,G238621,Physical,0.8598819670000001,0.8598819670000001
706,G236068_G239294,G236068,G239294,Physical,0.0,0.0
707,G236068_G239523,G236068,G239523,Physical,0.704135975,0.704135975
708,G236085_G235182,G236085,G235182,Physical,0.229246213,0.229246213
709,G236111_G234735,G236111,G234735,Physical,0.77942568,0.77942568
710,G236111_G235080,G236111,G235080,Physical,0.8727813329999999,0.8727813329999999
711,G236111_G235469,G236111,G235469,Genetic,0.879428942,0.879428942
712,G236111_G235648,G236111,G235648,Physical,0.48536249,0.48536249
713,G236111_G235835,G236111,G235835,Physical,0.769438112,0.769438112
714,G236111_G237203,G236111,G237203,Genetic,0.45596097,0.45596097
715,G236111_G238392,G236111,G238392,Genetic-Physical,0.6765939059999999,0.6765939059999999
716,G236121_G239420,G236121,G239420,Physical,0.368532626,0.368532626
717,G236147_G239341,G236147,G239341,Physical,0.350306556,0.350306556
718,G236167_G234953,G236167,G234953,Genetic,0.940498107,0.940498107
719,G236206_G234779,G236206,G234779,Physical,0.0,0.0
720,G236336_G238102,G236336,G238102,Genetic,0.886231442,0.886231442
721,G236336_G238235,G236336,G238235,Genetic,0.816561869,0.816561869
722,G236351_G240400,G236351,G240400,Physical,0.5343729070000001,0.5343729070000001
723,G236479_G235386,G236479,G235386,Physical,0.439715308,0.439715308
724,G236506_G240301,G236506,G240301,Genetic,0.8672379590000001,0.8672379590000001
725,G236509_G238391,G236509,G238391,Genetic,0.762737731,0.762737731
726,G236576_G235649,G236576,G235649,Physical,0.317946182,0.317946182
727,G236578_G235469,G236578,G235469,Physical,-0.641252753,-0.641252753
728,G236589_G240043,G236589,G240043,Genetic,0.8209542040000001,0.8209542040000001
729,G236607_G235143,G236607,G235143,Genetic,0.8922230179999999,0.8922230179999999
730,G236683_G235624,G236683,G235624,Physical,0.182125492,0.182125492
731,G236701_G235371,G236701,G235371,Physical,-0.60897318,-0.60897318
732,G236701_G237624,G236701,G237624,Physical,-0.58148578,-0.58148578
733,G236702_G235827,G236702,G235827,Physical,0.678607255,0.678607255
734,G236730_G234416,G236730,G234416,Physical,-0.307607327,-0.307607327
735,G236745_G239653,G236745,G239653,Physical,0.448967961,0.448967961
736,G236895_G235386,G236895,G235386,Physical,-0.499071749,-0.499071749
737,G236954_G234240,G236954,G234240,Genetic,-0.161046699,-0.161046699
738,G236954_G235769,G236954,G235769,Physical,-0.294382294,-0.294382294
739,G236965_G235019,G236965,G235019,Physical,0.795952223,0.795952223
740,G236991_G236991,G236991,G236991,Physical,1.0,1.0
741,G237021_G234065,G237021,G234065,Genetic,0.7526071390000001,0.7526071390000001
742,G237021_G234486,G237021,G234486,Physical,-0.477888264,-0.477888264
743,G237021_G239837,G237021,G239837,Physical,-0.091575969,-0.091575969
744,G237142_G234334,G237142,G234334,Genetic,0.66368329,0.66368329
745,G237142_G234779,G237142,G234779,Genetic,0.0,0.0
746,G237142_G234811,G237142,G234811,Genetic,0.656657295,0.656657295
747,G237203_G235835,G237203,G235835,Physical,0.029493633,0.029493633
748,G237203_G238392,G237203,G238392,Physical,-0.073509365,-0.073509365
749,G237228_G235099,G237228,G235099,Genetic,0.68388963,0.68388963
750,G237228_G235626,G237228,G235626,Genetic,0.778151653,0.778151653
751,G237261_G234084,G237261,G234084,Physical,0.7460923709999999,0.7460923709999999
752,G237261_G234448,G237261,G234448,Physical,0.7819167709999999,0.7819167709999999
753,G237333_G235474,G237333,G235474,Genetic,-0.1310545659999999,-0.1310545659999999
754,G237391_G235652,G237391,G235652,Physical,0.964089932,0.964089932
755,G237391_G235830,G237391,G235830,Physical,0.568635414,0.568635414
756,G237391_G235846,G237391,G235846,Physical,0.279396193,0.279396193
757,G237463_G235277,G237463,G235277,Physical,-0.53881716,-0.53881716
758,G237463_G238857,G237463,G238857,Genetic,0.610119492,0.610119492
759,G237467_G235331,G237467,G235331,Physical,-0.946683516,-0.946683516
760,G237467_G235383,G237467,G235383,Physical,-0.863260823,-0.863260823
761,G237469_G234344,G237469,G234344,Physical,0.626089899,0.626089899
762,G237469_G234393,G237469,G234393,Physical,0.548642297,0.548642297
763,G237509_G234393,G237509,G234393,Genetic,0.50648447,0.50648447
764,G237509_G235586,G237509,G235586,Genetic,0.937991552,0.937991552
765,G237509_G236406,G237509,G236406,Genetic,0.089356223,0.089356223
766,G237509_G240048,G237509,G240048,Genetic,0.088579707,0.088579707
767,G237524_G234167,G237524,G234167,Physical,0.42774363,0.42774363
768,G237524_G234368,G237524,G234368,Physical,-0.27328227,-0.27328227
769,G237561_G240043,G237561,G240043,Genetic,-0.718860651,-0.718860651
770,G237575_G237228,G237575,G237228,Physical,0.353129812,0.353129812
771,G237577_G238640,G237577,G238640,Genetic,0.593118632,0.593118632
772,G237594_G234804,G237594,G234804,Genetic,0.6770269809999999,0.6770269809999999
773,G237598_G234553,G237598,G234553,Genetic-Physical,0.628306536,0.628306536
774,G237598_G234572,G237598,G234572,Genetic,0.307086625,0.307086625
775,G237598_G234779,G237598,G234779,Genetic,0.0,0.0
776,G237617_G237617,G237617,G237617,Physical,1.0,1.0
777,G237630_G234271,G237630,G234271,Genetic,-0.257835916,-0.257835916
778,G237630_G235802,G237630,G235802,Genetic,-0.021911329,-0.021911329
