,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
599,G234393,Essential,GTP-binding proteins,?,Cell cycle defects,?,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,6
600,G234393,Essential,GTP-binding proteins,?,Cell morphology and organelle mutants,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),golgi,6
601,G234393,Essential,GTP-binding proteins,?,Cell morphology and organelle mutants,?,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,6
602,G234393,Essential,GTP-binding proteins,?,Conditional phenotypes,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),golgi,6
603,G234393,Essential,GTP-binding proteins,?,Conditional phenotypes,?,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,6
604,G234393,Essential,GTP-binding proteins,?,Mating and sporulation defects,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),golgi,6
605,G234393,Essential,GTP-binding proteins,?,Mating and sporulation defects,?,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,6
606,G234393,Essential,GTP-binding proteins,?,Stress response defects,?,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),golgi,6
607,G234393,Essential,GTP-binding proteins,?,Stress response defects,?,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,golgi,6
608,G234400,Non-Essential,ATPases,?,?,PS00017,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,6
609,G234400,Non-Essential,ATPases,?,?,PS00017,6,PROTEIN SYNTHESIS,cytoplasm,6
610,G234400,Non-Essential,ATPases,?,?,PS00017,6,TRANSPORT FACILITATION,cytoplasm,6
611,G234400,Non-Essential,ATPases,?,?,PS00211,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,6
612,G234400,Non-Essential,ATPases,?,?,PS00211,6,PROTEIN SYNTHESIS,cytoplasm,6
613,G234400,Non-Essential,ATPases,?,?,PS00211,6,TRANSPORT FACILITATION,cytoplasm,6
614,G234402,Non-Essential,Protein Kinases,?,?,PS00107,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,6
615,G234402,Non-Essential,Protein Kinases,?,?,PS00107,6,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,6
616,G234402,Non-Essential,Protein Kinases,?,?,PS00107,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,6
617,G234402,Non-Essential,Protein Kinases,?,?,PS00108,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,6
618,G234402,Non-Essential,Protein Kinases,?,?,PS00108,6,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,6
619,G234402,Non-Essential,Protein Kinases,?,?,PS00108,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,6
620,G234406,?,Transcription factors,?,?,PS00038,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,6
621,G234406,?,Transcription factors,?,?,PS00038,6,METABOLISM,nucleus,6
622,G234406,?,Transcription factors,?,?,PS00038,6,TRANSCRIPTION,nucleus,6
623,G234413,Non-Essential,Protein Kinases,Casein kinase,?,PS01101,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
624,G234413,Non-Essential,Protein Kinases,Casein kinase,?,PS01101,7,TRANSCRIPTION,nucleus,7
625,G234415,Essential,ATPases,Proteasome,Cell cycle defects,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
626,G234415,Essential,ATPases,Proteasome,Cell cycle defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
627,G234415,Essential,ATPases,Proteasome,Cell cycle defects,?,7,PROTEIN DESTINATION,nucleus,7
628,G234415,Essential,ATPases,Proteasome,Nucleic acid metabolism defects,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
629,G234415,Essential,ATPases,Proteasome,Nucleic acid metabolism defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
630,G234415,Essential,ATPases,Proteasome,Nucleic acid metabolism defects,?,7,PROTEIN DESTINATION,nucleus,7
631,G234415,Essential,ATPases,Proteasome,Sensitivity to aminoacid analogs and other drugs,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
632,G234415,Essential,ATPases,Proteasome,Sensitivity to aminoacid analogs and other drugs,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
633,G234415,Essential,ATPases,Proteasome,Sensitivity to aminoacid analogs and other drugs,?,7,PROTEIN DESTINATION,nucleus,7
634,G234416,Non-Essential,Ubiquitin-system proteins,?,Conditional phenotypes,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
635,G234416,Non-Essential,Ubiquitin-system proteins,?,Conditional phenotypes,?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
636,G234416,Non-Essential,Ubiquitin-system proteins,?,Conditional phenotypes,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
637,G234416,Non-Essential,Ubiquitin-system proteins,?,Conditional phenotypes,?,7,PROTEIN DESTINATION,nucleus,7
638,G234416,Non-Essential,Ubiquitin-system proteins,?,Conditional phenotypes,?,7,TRANSCRIPTION,nucleus,7
639,G234416,Non-Essential,Ubiquitin-system proteins,?,Nucleic acid metabolism defects,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
640,G234416,Non-Essential,Ubiquitin-system proteins,?,Nucleic acid metabolism defects,?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
641,G234416,Non-Essential,Ubiquitin-system proteins,?,Nucleic acid metabolism defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
642,G234416,Non-Essential,Ubiquitin-system proteins,?,Nucleic acid metabolism defects,?,7,PROTEIN DESTINATION,nucleus,7
643,G234416,Non-Essential,Ubiquitin-system proteins,?,Nucleic acid metabolism defects,?,7,TRANSCRIPTION,nucleus,7
644,G234416,Non-Essential,Ubiquitin-system proteins,?,Sensitivity to antibiotics,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
645,G234416,Non-Essential,Ubiquitin-system proteins,?,Sensitivity to antibiotics,?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
646,G234416,Non-Essential,Ubiquitin-system proteins,?,Sensitivity to antibiotics,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
647,G234416,Non-Essential,Ubiquitin-system proteins,?,Sensitivity to antibiotics,?,7,PROTEIN DESTINATION,nucleus,7
648,G234416,Non-Essential,Ubiquitin-system proteins,?,Sensitivity to antibiotics,?,7,TRANSCRIPTION,nucleus,7
649,G234418,Non-Essential,Transcription factors,?,Cell morphology and organelle mutants,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
650,G234418,Non-Essential,Transcription factors,?,Cell morphology and organelle mutants,?,7,IONIC HOMEOSTASIS,nucleus,7
651,G234418,Non-Essential,Transcription factors,?,Cell morphology and organelle mutants,?,7,TRANSCRIPTION,nucleus,7
652,G234418,Non-Essential,Transcription factors,?,Mating and sporulation defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
653,G234418,Non-Essential,Transcription factors,?,Mating and sporulation defects,?,7,IONIC HOMEOSTASIS,nucleus,7
654,G234418,Non-Essential,Transcription factors,?,Mating and sporulation defects,?,7,TRANSCRIPTION,nucleus,7
655,G234418,Non-Essential,Transcription factors,?,Stress response defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
656,G234418,Non-Essential,Transcription factors,?,Stress response defects,?,7,IONIC HOMEOSTASIS,nucleus,7
657,G234418,Non-Essential,Transcription factors,?,Stress response defects,?,7,TRANSCRIPTION,nucleus,7
658,G234427,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
659,G234427,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,?,?,7,TRANSCRIPTION,nucleus,7
660,G234429,Non-Essential,ATPases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
661,G234429,Non-Essential,ATPases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
662,G234429,Non-Essential,ATPases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
663,G234430,Non-Essential,Transcription factors,?,?,PS01119,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
664,G234430,Non-Essential,Transcription factors,?,?,PS01119,7,IONIC HOMEOSTASIS,nucleus,7
665,G234430,Non-Essential,Transcription factors,?,?,PS01119,7,TRANSCRIPTION,nucleus,7
666,G234437,?,Transcription factors,?,?,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
667,G234437,?,Transcription factors,?,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
668,G234437,?,Transcription factors,?,?,?,7,TRANSCRIPTION,nucleus,7
669,G234444,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,?,PS00686,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
670,G234444,Non-Essential,Transcription factors,Transcription complexes/Transcriptosome,?,PS00686,7,TRANSCRIPTION,nucleus,7
671,G234445,Non-Essential,Transcription factors,?,?,PS00028,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,7
672,G234445,Non-Essential,Transcription factors,?,?,PS00028,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
673,G234445,Non-Essential,Transcription factors,?,?,PS00028,7,METABOLISM,nucleus,7
674,G234445,Non-Essential,Transcription factors,?,?,PS00028,7,TRANSCRIPTION,nucleus,7
675,G234446,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,7
676,G234446,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",?,?,7,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,vacuole,7
677,G234446,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",?,?,7,IONIC HOMEOSTASIS,vacuole,7
678,G234446,Non-Essential,ATPases,"H+-transporting ATPase, vacuolar",?,?,7,TRANSPORT FACILITATION,vacuole,7
679,G234448,Non-Essential,Protein Kinases,?,?,PS00107,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
680,G234448,Non-Essential,Protein Kinases,?,?,PS00107,7,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,7
681,G234448,Non-Essential,Protein Kinases,?,?,PS00107,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
682,G234448,Non-Essential,Protein Kinases,?,?,PS00108,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
683,G234448,Non-Essential,Protein Kinases,?,?,PS00108,7,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,7
684,G234448,Non-Essential,Protein Kinases,?,?,PS00108,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
685,G234452,Non-Essential,Major facilitator superfamily proteins (MFS),?,Sensitivity to aminoacid analogs and other drugs,PS00044,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
686,G234452,Non-Essential,Major facilitator superfamily proteins (MFS),?,Sensitivity to aminoacid analogs and other drugs,PS00044,7,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,7
687,G234452,Non-Essential,Major facilitator superfamily proteins (MFS),?,Sensitivity to aminoacid analogs and other drugs,PS00044,7,METABOLISM,plasma membrane,7
688,G234452,Non-Essential,Major facilitator superfamily proteins (MFS),?,Sensitivity to aminoacid analogs and other drugs,PS00044,7,TRANSPORT FACILITATION,plasma membrane,7
689,G234455,Non-Essential,Protein Kinases,Cytoskeleton,Cell morphology and organelle mutants,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,7
690,G234455,Non-Essential,Protein Kinases,Cytoskeleton,Cell morphology and organelle mutants,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
691,G234458,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Conditional phenotypes,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
692,G234458,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Conditional phenotypes,?,7,TRANSCRIPTION,nucleus,7
693,G234465,Non-Essential,GTP-binding proteins,?,Cell morphology and organelle mutants,PS00017,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,7
694,G234465,Non-Essential,GTP-binding proteins,?,Cell morphology and organelle mutants,PS00017,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
695,G234465,Non-Essential,GTP-binding proteins,?,Cell morphology and organelle mutants,PS00294,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,7
696,G234465,Non-Essential,GTP-binding proteins,?,Cell morphology and organelle mutants,PS00294,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,7
697,G234468,Non-Essential,Ubiquitin-system proteins,?,?,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
698,G234468,Non-Essential,Ubiquitin-system proteins,?,?,?,7,PROTEIN DESTINATION,cytoplasm,7
699,G234469,?,Protein Kinases,?,Cell morphology and organelle mutants,?,7,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,7
700,G234469,?,Protein Kinases,?,Cell morphology and organelle mutants,?,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,7
701,G234486,Non-Essential,Transcription factors,?,?,?,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
702,G234486,Non-Essential,Transcription factors,?,?,?,8,TRANSCRIPTION,nucleus,8
703,G234495,Essential,GTP-binding proteins,?,Mating and sporulation defects,PS00017,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,8
704,G234495,Essential,GTP-binding proteins,?,Mating and sporulation defects,PS00017,8,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,plasma membrane,8
705,G234495,Essential,GTP-binding proteins,?,Mating and sporulation defects,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,8
706,G234497,Non-Essential,Motorproteins,Cytoskeleton,Cell cycle defects,PS00017,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,8
707,G234497,Non-Essential,Motorproteins,Cytoskeleton,Cell cycle defects,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,8
708,G234497,Non-Essential,Motorproteins,Cytoskeleton,Cell cycle defects,PS00017,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,8
709,G234497,Non-Essential,Motorproteins,Cytoskeleton,Cell morphology and organelle mutants,PS00017,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,8
710,G234497,Non-Essential,Motorproteins,Cytoskeleton,Cell morphology and organelle mutants,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,8
711,G234497,Non-Essential,Motorproteins,Cytoskeleton,Cell morphology and organelle mutants,PS00017,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,8
712,G234497,Non-Essential,Motorproteins,Cytoskeleton,Conditional phenotypes,PS00017,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,8
713,G234497,Non-Essential,Motorproteins,Cytoskeleton,Conditional phenotypes,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,8
714,G234497,Non-Essential,Motorproteins,Cytoskeleton,Conditional phenotypes,PS00017,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,8
715,G234505,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Cell morphology and organelle mutants,?,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
716,G234505,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Cell morphology and organelle mutants,?,8,TRANSCRIPTION,nucleus,8
717,G234505,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Conditional phenotypes,?,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
718,G234505,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Conditional phenotypes,?,8,TRANSCRIPTION,nucleus,8
719,G234505,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
720,G234505,Non-Essential,Polymerases,Transcription complexes/Transcriptosome,Nucleic acid metabolism defects,?,8,TRANSCRIPTION,nucleus,8
721,G234509,Non-Essential,Peptidyl-Prolyl-Isomerases,?,Conditional phenotypes,PS00017,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",ER,8
722,G234509,Non-Essential,Peptidyl-Prolyl-Isomerases,?,Conditional phenotypes,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,8
723,G234509,Non-Essential,Peptidyl-Prolyl-Isomerases,?,Conditional phenotypes,PS00017,8,PROTEIN DESTINATION,ER,8
724,G234509,Non-Essential,Peptidyl-Prolyl-Isomerases,?,Conditional phenotypes,PS00170,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",ER,8
725,G234509,Non-Essential,Peptidyl-Prolyl-Isomerases,?,Conditional phenotypes,PS00170,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,8
726,G234509,Non-Essential,Peptidyl-Prolyl-Isomerases,?,Conditional phenotypes,PS00170,8,PROTEIN DESTINATION,ER,8
727,G234513,Non-Essential,Protein Kinases,?,?,PS00013,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",ER,8
728,G234513,Non-Essential,Protein Kinases,?,?,PS00013,8,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,ER,8
729,G234513,Non-Essential,Protein Kinases,?,?,PS00013,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),ER,8
730,G234513,Non-Essential,Protein Kinases,?,?,PS00013,8,METABOLISM,ER,8
731,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00216,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,8
732,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00216,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,8
733,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00216,8,METABOLISM,plasma membrane,8
734,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00216,8,TRANSPORT FACILITATION,plasma membrane,8
735,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00217,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,8
736,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00217,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,8
737,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00217,8,METABOLISM,plasma membrane,8
738,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00217,8,TRANSPORT FACILITATION,plasma membrane,8
739,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00225,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,8
740,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00225,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,8
741,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00225,8,METABOLISM,plasma membrane,8
742,G234516,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,PS00225,8,TRANSPORT FACILITATION,plasma membrane,8
743,G234517,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,?,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,8
744,G234517,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,?,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,8
745,G234517,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,?,8,METABOLISM,plasma membrane,8
746,G234517,Non-Essential,Major facilitator superfamily proteins (MFS),?,?,?,8,TRANSPORT FACILITATION,plasma membrane,8
747,G234522,Non-Essential,Protein Kinases,Casein kinase,Cell morphology and organelle mutants,PS00107,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,8
748,G234522,Non-Essential,Protein Kinases,Casein kinase,Cell morphology and organelle mutants,PS00107,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",plasma membrane,8
749,G234522,Non-Essential,Protein Kinases,Casein kinase,Cell morphology and organelle mutants,PS00107,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,8
750,G234522,Non-Essential,Protein Kinases,Casein kinase,Cell morphology and organelle mutants,PS00107,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,8
751,G234522,Non-Essential,Protein Kinases,Casein kinase,Conditional phenotypes,PS00107,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,8
752,G234522,Non-Essential,Protein Kinases,Casein kinase,Conditional phenotypes,PS00107,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",plasma membrane,8
753,G234522,Non-Essential,Protein Kinases,Casein kinase,Conditional phenotypes,PS00107,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,8
754,G234522,Non-Essential,Protein Kinases,Casein kinase,Conditional phenotypes,PS00107,8,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,8
755,G234523,Essential,Polymerases,Transcription complexes/Transcriptosome,?,?,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
756,G234523,Essential,Polymerases,Transcription complexes/Transcriptosome,?,?,8,TRANSCRIPTION,nucleus,8
757,G234525,Essential,ATPases,Replication complexes,Cell cycle defects,PS00017,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,8
758,G234525,Essential,ATPases,Replication complexes,Cell cycle defects,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
759,G234525,Essential,ATPases,Replication complexes,Conditional phenotypes,PS00017,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,8
760,G234525,Essential,ATPases,Replication complexes,Conditional phenotypes,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
761,G234525,Essential,ATPases,Replication complexes,Nucleic acid metabolism defects,PS00017,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,8
762,G234525,Essential,ATPases,Replication complexes,Nucleic acid metabolism defects,PS00017,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
763,G234529,Non-Essential,Transcription factors,?,Stress response defects,PS00434,8,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,8
764,G234529,Non-Essential,Transcription factors,?,Stress response defects,PS00434,8,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,8
765,G234529,Non-Essential,Transcription factors,?,Stress response defects,PS00434,8,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,8
766,G234529,Non-Essential,Transcription factors,?,Stress response defects,PS00434,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,8
767,G234529,Non-Essential,Transcription factors,?,Stress response defects,PS00434,8,TRANSCRIPTION,nucleus,8
768,G234533,Essential,Polymerases,Transcription complexes/Transcriptosome,?,PS00446,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
769,G234533,Essential,Polymerases,Transcription complexes/Transcriptosome,?,PS00446,9,TRANSCRIPTION,nucleus,9
770,G234535,Non-Essential,Protein Kinases,Casein kinase,?,PS00107,9,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,9
771,G234535,Non-Essential,Protein Kinases,Casein kinase,?,PS00107,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
772,G234535,Non-Essential,Protein Kinases,Casein kinase,?,PS00107,9,TRANSCRIPTION,nucleus,9
773,G234535,Non-Essential,Protein Kinases,Casein kinase,?,PS00108,9,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,9
774,G234535,Non-Essential,Protein Kinases,Casein kinase,?,PS00108,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
775,G234535,Non-Essential,Protein Kinases,Casein kinase,?,PS00108,9,TRANSCRIPTION,nucleus,9
776,G234538,?,Major facilitator superfamily proteins (MFS),?,?,?,9,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",plasma membrane,9
777,G234538,?,Major facilitator superfamily proteins (MFS),?,?,?,9,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,plasma membrane,9
778,G234538,?,Major facilitator superfamily proteins (MFS),?,?,?,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,9
779,G234542,Non-Essential,GTPase activating proteins (GAPs),?,Conditional phenotypes,?,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
780,G234542,Non-Essential,GTPase activating proteins (GAPs),?,Conditional phenotypes,?,9,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,9
781,G234549,Essential,ATPases,RSC complex (Remodel the structure of chromatin),"Auxotrophies, carbon and",PS00633,9,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,9
782,G234549,Essential,ATPases,RSC complex (Remodel the structure of chromatin),"Auxotrophies, carbon and",PS00633,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
783,G234549,Essential,ATPases,RSC complex (Remodel the structure of chromatin),"Auxotrophies, carbon and",PS00633,9,TRANSCRIPTION,nucleus,9
784,G234549,Essential,ATPases,RSC complex (Remodel the structure of chromatin),Cell cycle defects,PS00633,9,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,9
785,G234549,Essential,ATPases,RSC complex (Remodel the structure of chromatin),Cell cycle defects,PS00633,9,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,9
786,G234549,Essential,ATPases,RSC complex (Remodel the structure of chromatin),Cell cycle defects,PS00633,9,TRANSCRIPTION,nucleus,9
787,G234549,Essential,ATPases,RSC complex (Remodel the structure of chromatin),Cell morphology and organelle mutants,PS00633,9,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",nucleus,9
