,GeneID,Localization,sum(Expression_Corr),max(Expression_Corr),min(Expression_Corr),nb_rows_in_Genes,nb_rows_in_Interactions
408,G235450,nucleus,0.0,0.0,0.0,2,0.0
409,G235453,nucleus,-1.980624971,-0.557700778,-0.7989556240000001,9,3.0
410,G235457,golgi,-0.277366456,-0.277366456,-0.277366456,4,1.0
411,G235459,cytoplasm,0.0,0.0,0.0,2,0.0
412,G235462,nucleus,0.6900272209999999,0.6900272209999999,0.6900272209999999,2,1.0
413,G235463,ER,1.503146632,0.772309609,0.348400604,8,3.0
414,G235464,nucleus,0.0,0.0,0.0,2,0.0
415,G235467,cytoplasm,0.111792809,0.111792809,0.111792809,3,1.0
416,G235468,nucleus,1.5052183229999998,0.997666911,-0.087018614,2,4.0
417,G235469,cytoskeleton,0.926119022,0.544827241,0.381291781,18,2.0
418,G235471,nucleus,0.0,0.0,0.0,6,0.0
419,G235474,cytoplasm,1.3670472190000005,1.0,-0.356321138,6,4.0
420,G235475,nucleus,0.022759398,0.022759398,0.022759398,3,1.0
421,G235477,cytoplasm,1.27291344,0.775780965,0.497132475,4,2.0
422,G235478,cytoskeleton,0.0,0.0,0.0,1,0.0
423,G235479,cytoplasm,0.236143912,0.236143912,0.236143912,3,1.0
424,G235480,nucleus,0.167746491,0.167746491,0.167746491,2,1.0
425,G235482,transport vesicles,-1.4965330950000002,-0.360540159,-0.610796207,2,3.0
426,G235485,cytoplasm,-0.545869278,-0.545869278,-0.545869278,50,1.0
427,G235486,cytoskeleton,-0.199575696,0.0,-0.199575696,2,2.0
428,G235489,cytoplasm,0.864017155,0.864017155,0.864017155,2,1.0
429,G235490,nucleus,0.7898150629999999,0.836717107,-0.046902044,2,2.0
430,G235495,nucleus,0.701719773,0.701719773,0.701719773,6,1.0
431,G235496,nucleus,-0.384796196,-0.384796196,-0.384796196,6,1.0
432,G235499,transport vesicles,0.0,0.0,0.0,2,0.0
433,G235500,nucleus,0.7467496809999999,0.7467496809999999,0.7467496809999999,4,1.0
434,G235502,cytoplasm,0.9227826,0.9227826,0.9227826,2,1.0
435,G235506,cytoskeleton,0.0,0.0,0.0,1,0.0
436,G235508,nucleus,0.0,0.0,0.0,2,0.0
437,G235510,nucleus,0.0,0.0,0.0,4,0.0
438,G235513,nucleus,0.0,0.0,0.0,2,0.0
439,G235514,cytoplasm,0.313805394,0.313805394,0.313805394,3,1.0
440,G235515,cytoplasm,0.0,0.0,0.0,3,0.0
441,G235516,nucleus,2.117273052,0.7960981159999999,0.59898413,3,3.0
442,G235518,vacuole,-0.437439365,-0.437439365,-0.437439365,2,1.0
443,G235519,mitochondria,0.0,0.0,0.0,8,0.0
444,G235528,cytoplasm,0.0,0.0,0.0,4,0.0
445,G235529,mitochondria,0.632656896,0.632656896,0.632656896,4,1.0
446,G235530,vacuole,-0.304665304,-0.304665304,-0.304665304,4,1.0
447,G235532,nucleus,0.0,0.0,0.0,2,0.0
448,G235535,cytoplasm,0.0,0.0,0.0,2,0.0
449,G235539,nucleus,0.6384921379999999,0.490281179,-0.34342099,6,5.0
450,G235542,nucleus,0.0,0.0,0.0,12,0.0
451,G235544,nucleus,0.0,0.0,0.0,2,0.0
452,G235546,nucleus,0.240089673,0.240089673,0.240089673,8,1.0
453,G235550,nucleus,-0.1163697859999999,0.7092479420000001,-0.66749142,2,5.0
454,G235558,cytoskeleton,0.136246545,0.136246545,0.136246545,4,1.0
455,G235559,nucleus,-0.550312955,-0.550312955,-0.550312955,2,1.0
456,G235561,cytoplasm,0.0,0.0,0.0,3,0.0
457,G235563,nucleus,0.5827580410000001,0.5827580410000001,0.5827580410000001,4,1.0
458,G235564,endosome,0.0,0.0,0.0,3,0.0
459,G235566,nucleus,0.0,0.0,0.0,6,0.0
460,G235568,nucleus,0.8066634309999999,0.8066634309999999,0.8066634309999999,3,1.0
461,G235572,nucleus,0.0,0.0,0.0,4,0.0
462,G235573,nucleus,0.758813463,0.758813463,0.758813463,2,1.0
463,G235574,nucleus,0.670995274,0.670995274,0.670995274,24,1.0
464,G235575,ER,0.0,0.0,0.0,2,0.0
465,G235578,mitochondria,0.230581434,0.230581434,0.230581434,4,1.0
466,G235579,mitochondria,0.203074208,1.0,-0.796925792,2,2.0
467,G235580,mitochondria,0.342639674,0.342639674,0.342639674,3,1.0
468,G235581,cytoplasm,0.0,0.0,0.0,2,0.0
469,G235586,golgi,0.0,0.0,0.0,3,0.0
470,G235592,cytoskeleton,0.0,0.0,0.0,1,0.0
471,G235597,golgi,8.141152703,0.975900759,0.0,2,14.0
472,G235603,mitochondria,0.240096327,0.240096327,0.240096327,4,1.0
473,G235606,endosome,1.879695469,1.0,0.8796954690000001,15,2.0
474,G235607,golgi,1.200379763,0.7207382379999999,-0.007628053,2,5.0
475,G235610,cytoskeleton,1.921704762,1.0,0.921704762,2,2.0
476,G235615,mitochondria,-0.146451675,-0.146451675,-0.146451675,3,1.0
477,G235616,ER,0.732346536,0.732346536,0.732346536,4,1.0
478,G235617,vacuole,0.656939742,0.656939742,0.656939742,2,1.0
479,G235619,nucleus,1.437876578,0.864206259,-0.317344979,4,4.0
480,G235620,nucleus,0.030145906,0.030145906,0.030145906,2,1.0
481,G235621,nucleus,0.430029369,0.668639075,-0.237370915,2,3.0
482,G235624,nucleus,0.419970971,0.306322366,0.113648605,2,2.0
483,G235625,vacuole,-0.044555286,0.073936815,-0.118492101,12,2.0
484,G235626,cytoplasm,3.095217897,0.956020117,-0.14619638,2,6.0
485,G235627,transport vesicles,0.0,0.0,0.0,3,0.0
486,G235628,nucleus,0.0,0.0,0.0,16,0.0
487,G235629,nucleus,0.0,0.0,0.0,4,0.0
488,G235630,cytoplasm,-0.77404057,-0.77404057,-0.77404057,2,1.0
489,G235631,nucleus,0.0,0.0,0.0,2,0.0
490,G235632,cytoplasm,0.0,0.0,0.0,9,0.0
491,G235634,transport vesicles,0.8555673770000001,0.8555673770000001,0.8555673770000001,4,1.0
492,G235636,nucleus,-0.448142193,-0.448142193,-0.448142193,3,1.0
493,G235637,cytoplasm,0.0,0.0,0.0,2,0.0
494,G235639,nucleus,0.0,0.0,0.0,2,0.0
495,G235640,peroxisome,0.0,0.0,0.0,3,0.0
496,G235648,cytoskeleton,1.338043844,1.0,0.338043844,4,2.0
497,G235649,nucleus,0.7526821149999999,0.434735933,0.317946182,4,2.0
498,G235652,nucleus,0.932877998,0.932877998,0.932877998,2,1.0
499,G235653,cytoskeleton,0.0,0.0,0.0,9,0.0
500,G235654,cytoplasm,0.908702754,0.908702754,0.908702754,2,1.0
501,G235655,plasma membrane,-0.0124760859999999,0.080963139,-0.093439225,8,2.0
502,G235664,cytoplasm,0.0,0.0,0.0,12,0.0
503,G235667,cytoskeleton,0.0,0.0,0.0,2,0.0
504,G235672,transport vesicles,0.0,0.0,0.0,2,0.0
505,G235677,nucleus,3.167335426,0.946637914,-0.352199489,3,5.0
506,G235680,nucleus,0.0,0.0,0.0,3,0.0
507,G235681,ER,0.0,0.0,0.0,2,0.0
508,G235683,nucleus,-0.276794328,-0.276794328,-0.276794328,3,1.0
509,G235687,cytoplasm,0.0,0.0,0.0,9,4.0
510,G235688,nucleus,0.0,0.0,0.0,3,0.0
511,G235689,nucleus,0.010223965,0.010223965,0.010223965,2,1.0
512,G235690,cytoplasm,1.0,1.0,1.0,3,1.0
513,G235692,nucleus,0.685858959,0.685858959,0.685858959,2,1.0
514,G235693,cytoskeleton,0.5730749470000001,0.5730749470000001,0.5730749470000001,6,1.0
515,G235697,nucleus,0.7038725159999999,0.7038725159999999,0.7038725159999999,6,1.0
516,G235699,nucleus,0.810314475,0.6697014929999999,0.140612982,2,2.0
517,G235701,nucleus,1.0,1.0,1.0,2,1.0
518,G235703,ER,0.0,0.0,0.0,2,0.0
519,G235706,nucleus,0.0,0.0,0.0,9,0.0
520,G235711,nucleus,-0.02250644,-0.02250644,-0.02250644,2,1.0
521,G235712,nucleus,0.0,0.0,0.0,2,0.0
522,G235715,cytoplasm,0.0,0.0,0.0,2,0.0
523,G235716,ER,0.7451413,0.7451413,0.7451413,3,1.0
524,G235717,nucleus,-1.071614468,-0.144735101,-0.707244656,4,3.0
525,G235718,nucleus,1.172971554,1.0,0.1729715539999999,2,2.0
526,G235723,transport vesicles,-0.210741926,-0.210741926,-0.210741926,3,1.0
527,G235724,cytoskeleton,-0.275187519,-0.275187519,-0.275187519,6,1.0
528,G235725,nucleus,0.0,0.0,0.0,8,0.0
529,G235726,mitochondria,0.461798578,0.461798578,0.461798578,4,1.0
530,G235728,golgi,2.272562219,0.7479132359999999,0.0,2,5.0
531,G235729,nucleus,1.273375998,1.0,0.273375998,12,2.0
532,G235733,vacuole,0.782093536,0.782093536,0.782093536,9,1.0
533,G235735,nucleus,1.962387885,0.6719354820000001,0.359987157,4,4.0
534,G235737,cytoplasm,0.0,0.0,0.0,2,0.0
535,G235741,cytoplasm,1.6865732109999998,1.0,0.6865732109999999,3,2.0
536,G235744,nucleus,0.0,0.0,0.0,2,0.0
537,G235749,cytoplasm,4.698698324,0.988432265,0.886005312,2,5.0
538,G235750,nucleus,0.477779109,0.477779109,0.477779109,4,1.0
539,G235754,nucleus,0.0,0.0,0.0,2,0.0
540,G235756,cytoplasm,0.938279092,0.938279092,0.938279092,3,1.0
541,G235758,cytoplasm,0.806216553,0.806216553,0.806216553,2,1.0
542,G235759,mitochondria,-0.720582088,-0.720582088,-0.720582088,4,1.0
543,G235762,nucleus,1.0,1.0,1.0,2,1.0
544,G235763,nucleus,0.0,0.0,0.0,4,0.0
545,G235765,mitochondria,0.0,0.0,0.0,4,0.0
546,G235766,cytoskeleton,1.6485209769999998,0.919603476,0.728917501,8,2.0
547,G235769,cytoskeleton,0.0,0.0,0.0,18,0.0
548,G235772,nucleus,-0.6154962860000001,0.029959947,-0.532738745,6,3.0
549,G235776,nucleus,0.92055883,0.92055883,0.92055883,3,1.0
550,G235780,nucleus,2.173435456,0.8432851729999999,0.487390318,20,3.0
551,G235781,cytoskeleton,1.0,1.0,1.0,10,1.0
552,G235782,cytoplasm,0.0,0.0,0.0,2,0.0
553,G235785,nucleus,0.532955317,0.532955317,0.532955317,18,1.0
554,G235788,transport vesicles,0.0,0.0,0.0,6,0.0
555,G235793,nucleus,0.7214856959999999,0.7214856959999999,0.7214856959999999,4,1.0
556,G235796,mitochondria,0.632656896,0.632656896,0.632656896,4,1.0
557,G235801,nucleus,0.0,0.0,0.0,48,0.0
558,G235802,nucleus,0.464851814,0.50036503,-0.409014525,32,3.0
559,G235803,nucleus,0.0,0.0,0.0,6,0.0
560,G235809,cytoskeleton,0.0,0.0,0.0,2,0.0
561,G235810,nucleus,1.3298258509999998,0.8125881770000001,0.517237674,2,2.0
562,G235815,nucleus,2.049290121,0.770832863,0.581459954,2,3.0
563,G235816,cytoplasm,0.821325938,0.821325938,0.821325938,2,1.0
564,G235817,cytoplasm,0.281840173,0.853267821,-0.571427648,6,2.0
565,G235819,nucleus,0.955675241,0.955675241,0.955675241,18,1.0
566,G235820,vacuole,1.5903061040000002,0.928329164,-0.001545772,9,3.0
567,G235821,mitochondria,0.779728843,0.779728843,0.779728843,4,1.0
568,G235826,cytoplasm,0.0,0.0,0.0,2,0.0
569,G235827,ER,0.0,0.0,0.0,6,0.0
570,G235828,ER,0.0,0.0,0.0,3,0.0
571,G235830,nucleus,1.2319061260000002,0.516167763,0.060247951,6,4.0
572,G235832,vacuole,0.6043128849999999,0.5922614079999999,0.012051477,6,2.0
573,G235833,nucleus,0.0,0.0,0.0,3,0.0
574,G235834,golgi,0.064862323,0.064862323,0.064862323,2,1.0
575,G235835,cytoskeleton,1.5425615639999997,0.854581177,-0.390393857,4,6.0
576,G235838,mitochondria,0.0,0.0,0.0,4,0.0
577,G235842,nucleus,0.0,0.0,0.0,2,0.0
578,G235843,cytoplasm,0.0,0.0,0.0,2,0.0
579,G235844,cytoskeleton,0.057379353,0.057379353,0.0,12,2.0
580,G235846,nucleus,0.0,0.0,0.0,2,0.0
581,G235853,nucleus,0.7803366740000001,0.7803366740000001,0.7803366740000001,4,1.0
582,G235854,cytoskeleton,0.0,0.0,0.0,6,0.0
583,G235856,cytoskeleton,0.8824237079999999,0.584223416,0.298200292,2,2.0
584,G235859,cytoplasm,0.0,0.0,0.0,2,0.0
585,G235862,transport vesicles,0.0,0.0,0.0,3,0.0
586,G235863,mitochondria,-0.4359295,-0.4359295,-0.4359295,2,1.0
587,G235865,nucleus,0.0,0.0,0.0,2,0.0
588,G235866,cytoplasm,4.690406438,1.0,0.88100591,9,5.0
589,G235867,nucleus,0.0,0.0,0.0,2,0.0
590,G235871,cytoplasm,0.4652004420000001,0.4652004420000001,0.4652004420000001,2,1.0
591,G235872,transport vesicles,0.6163397660000001,0.6163397660000001,0.6163397660000001,2,1.0
592,G235874,nucleus,0.0,0.0,0.0,4,0.0
593,G235876,mitochondria,0.0,0.0,0.0,8,0.0
594,G235881,nucleus,0.0,0.0,0.0,2,0.0
595,G235885,cytoplasm,0.8324717340000001,1.0,-0.167528266,4,2.0
596,G235889,cytoplasm,0.0,0.0,0.0,2,0.0
597,G235892,cytoskeleton,0.920583217,0.920583217,0.920583217,3,1.0
598,G235897,cytoplasm,0.0,0.0,0.0,2,0.0
599,G235899,cytoplasm,0.0,0.0,0.0,6,0.0
600,G235905,cytoskeleton,0.0,0.0,0.0,4,0.0
601,G235906,transport vesicles,0.0,0.0,0.0,8,0.0
602,G235912,cytoplasm,0.0,0.0,0.0,2,0.0
603,G235914,nucleus,0.0,0.0,0.0,2,0.0
604,G235922,mitochondria,0.0,0.0,0.0,4,1.0
605,G235924,golgi,-0.065316347,-0.065316347,-0.065316347,12,1.0
606,G235926,cytoplasm,0.0,0.0,0.0,2,0.0
607,G235930,nucleus,0.981839385,0.557611392,0.424227993,3,2.0
608,G235972,cytoplasm,0.57150429,0.57150429,0.57150429,2,1.0
609,G235995,ER,1.739753561,0.904362729,0.8353908320000001,3,2.0
610,G235998,mitochondria,0.0,0.0,0.0,4,0.0
611,G236022,nucleus,0.259940095,0.259940095,0.259940095,1,1.0
612,G236045,mitochondria,0.0,0.0,0.0,4,0.0
613,G236047,cytoplasm,0.800386108,0.800386108,0.800386108,2,1.0
614,G236063,cytoplasm,0.883565479,0.477325142,0.406240337,2,2.0
615,G236068,peroxisome,1.5640179419999998,0.8598819670000001,0.0,3,3.0
616,G236081,extracellular,0.0,0.0,0.0,9,0.0
617,G236084,nucleus,0.0,0.0,0.0,4,0.0
618,G236085,extracellular,0.229246213,0.229246213,0.229246213,2,1.0
619,G236096,nucleus,0.0,0.0,0.0,2,0.0
620,G236111,cytoskeleton,4.918991433,0.879428942,0.45596097,6,7.0
621,G236116,cell wall,0.0,0.0,0.0,3,0.0
622,G236121,ER,0.368532626,0.368532626,0.368532626,2,1.0
623,G236147,golgi,0.350306556,0.350306556,0.350306556,2,1.0
624,G236152,cytoplasm,0.0,0.0,0.0,3,0.0
625,G236154,golgi,0.0,0.0,0.0,3,0.0
626,G236161,cytoplasm,0.0,0.0,0.0,12,0.0
627,G236167,nucleus,0.940498107,0.940498107,0.940498107,3,1.0
628,G236176,nucleus,0.0,0.0,0.0,1,0.0
629,G236194,nucleus,0.0,0.0,0.0,12,0.0
630,G236206,cytoplasm,0.0,0.0,0.0,3,1.0
631,G236210,golgi,0.0,0.0,0.0,1,0.0
632,G236244,nucleus,0.0,0.0,0.0,2,0.0
633,G236268,mitochondria,0.0,0.0,0.0,2,0.0
634,G236280,mitochondria,0.0,0.0,0.0,3,0.0
635,G236325,nucleus,0.0,0.0,0.0,2,0.0
636,G236336,mitochondria,1.7027933110000002,0.886231442,0.816561869,4,2.0
637,G236351,nucleus,0.5343729070000001,0.5343729070000001,0.5343729070000001,2,1.0
638,G236356,nucleus,0.0,0.0,0.0,2,0.0
639,G236363,nucleus,0.0,0.0,0.0,2,0.0
640,G236399,cytoskeleton,0.0,0.0,0.0,9,0.0
641,G236406,golgi,0.0,0.0,0.0,2,0.0
642,G236456,mitochondria,0.0,0.0,0.0,3,0.0
643,G236462,nucleus,0.0,0.0,0.0,2,0.0
644,G236479,nucleus,0.439715308,0.439715308,0.439715308,1,1.0
645,G236496,nucleus,0.0,0.0,0.0,4,0.0
646,G236506,cytoplasm,0.8672379590000001,0.8672379590000001,0.8672379590000001,15,1.0
647,G236509,nucleus,0.762737731,0.762737731,0.762737731,1,1.0
648,G236546,nucleus,0.0,0.0,0.0,2,0.0
649,G236576,mitochondria,0.317946182,0.317946182,0.317946182,1,1.0
650,G236578,cytoskeleton,-0.641252753,-0.641252753,-0.641252753,2,1.0
651,G236589,mitochondria,0.8209542040000001,0.8209542040000001,0.8209542040000001,3,1.0
652,G236607,cytoplasm,0.8922230179999999,0.8922230179999999,0.8922230179999999,4,1.0
653,G236626,cytoplasm,0.0,0.0,0.0,2,0.0
654,G236683,cytoplasm,0.182125492,0.182125492,0.182125492,2,1.0
655,G236701,nucleus,-1.19045896,-0.58148578,-0.60897318,1,2.0
656,G236702,ER,0.678607255,0.678607255,0.678607255,2,1.0
657,G236730,nucleus,-0.307607327,-0.307607327,-0.307607327,4,1.0
658,G236733,mitochondria,0.0,0.0,0.0,2,0.0
659,G236745,nucleus,0.448967961,0.448967961,0.448967961,2,1.0
660,G236817,nucleus,0.0,0.0,0.0,1,0.0
661,G236825,nucleus,0.0,0.0,0.0,1,0.0
662,G236869,golgi,0.0,0.0,0.0,2,0.0
663,G236895,nucleus,-0.499071749,-0.499071749,-0.499071749,6,1.0
664,G236913,vacuole,0.0,0.0,0.0,6,0.0
665,G236933,nucleus,0.0,0.0,0.0,1,0.0
666,G236954,plasma membrane,-0.4554289929999999,-0.161046699,-0.294382294,16,2.0
667,G236965,endosome,0.795952223,0.795952223,0.795952223,2,1.0
668,G236991,plasma membrane,1.0,1.0,1.0,4,1.0
669,G237021,nucleus,0.183142906,0.7526071390000001,-0.477888264,8,3.0
670,G237038,golgi,0.0,0.0,0.0,24,0.0
671,G237105,golgi,0.0,0.0,0.0,2,0.0
672,G237120,plasma membrane,0.0,0.0,0.0,3,0.0
673,G237123,nucleus,0.0,0.0,0.0,2,0.0
674,G237134,ER,0.0,0.0,0.0,9,0.0
675,G237140,nucleus,0.0,0.0,0.0,1,0.0
676,G237142,cytoskeleton,1.320340585,0.66368329,0.0,6,3.0
677,G237160,nucleus,0.0,0.0,0.0,2,0.0
678,G237203,cytoskeleton,-0.044015732,0.029493633,-0.073509365,2,2.0
679,G237213,cytoskeleton,0.0,0.0,0.0,6,0.0
680,G237228,cytoskeleton,1.462041283,0.778151653,0.68388963,4,2.0
681,G237243,plasma membrane,0.0,0.0,0.0,3,0.0
682,G237261,nucleus,1.5280091419999997,0.7819167709999999,0.7460923709999999,2,2.0
683,G237333,plasma membrane,-0.1310545659999999,-0.1310545659999999,-0.1310545659999999,6,1.0
684,G237335,plasma membrane,0.0,0.0,0.0,1,0.0
685,G237345,nucleus,0.0,0.0,0.0,2,0.0
686,G237391,cytoplasm,1.812121539,0.964089932,0.279396193,4,3.0
687,G237463,cytoskeleton,0.071302332,0.610119492,-0.53881716,15,2.0
688,G237467,mitochondria,-1.809944339,-0.863260823,-0.946683516,1,2.0
689,G237469,golgi,1.174732196,0.626089899,0.548642297,2,2.0
690,G237495,mitochondria,0.0,0.0,0.0,9,0.0
691,G237509,cytoplasm,1.622411952,0.937991552,0.088579707,2,4.0
692,G237524,cytoskeleton,0.15446136,0.42774363,-0.27328227,3,2.0
693,G237561,mitochondria,-0.718860651,-0.718860651,-0.718860651,2,1.0
694,G237575,transport vesicles,0.353129812,0.353129812,0.353129812,2,1.0
695,G237577,ER,0.593118632,0.593118632,0.593118632,3,1.0
696,G237594,mitochondria,0.6770269809999999,0.6770269809999999,0.6770269809999999,6,1.0
697,G237598,ER,0.935393161,0.628306536,0.0,2,3.0
698,G237617,cytoplasm,1.0,1.0,1.0,8,1.0
699,G237624,nucleus,0.0,0.0,0.0,2,0.0
700,G237630,ER,0.575267228,0.741966448,-0.257835916,4,5.0
701,G237661,cytoplasm,0.0,0.0,0.0,2,0.0
702,G237663,mitochondria,0.0,0.0,0.0,1,0.0
703,G237674,nucleus,0.0,0.0,0.0,2,0.0
704,G237702,cytoplasm,0.0,0.0,0.0,1,0.0
705,G237732,nucleus,0.0,0.0,0.0,2,0.0
706,G237743,nucleus,-0.4933236860000001,0.1441530359999999,-0.637476722,6,2.0
707,G237760,ER,0.0,0.0,0.0,12,1.0
708,G237778,cytoplasm,0.0,0.0,0.0,2,0.0
709,G237803,golgi,-0.484879782,-0.484879782,-0.484879782,3,1.0
710,G237824,endosome,0.0,0.0,0.0,3,0.0
711,G237833,cytoplasm,-0.027906586,-0.027906586,-0.027906586,3,1.0
712,G237843,cytoplasm,0.0,0.0,0.0,2,0.0
713,G237845,mitochondria,-0.39099143,-0.39099143,-0.39099143,4,1.0
714,G237857,vacuole,-0.005715852,-0.005715852,-0.005715852,6,1.0
715,G237865,vacuole,0.6673346960000001,0.394436119,0.272898577,6,2.0
716,G237879,nucleus,0.0,0.0,0.0,4,0.0
717,G237884,mitochondria,1.0,1.0,1.0,2,1.0
718,G237892,peroxisome,0.8533770009999999,0.8533770009999999,0.8533770009999999,3,1.0
719,G237896,cytoplasm,0.0,0.0,0.0,3,0.0
720,G237916,cytoplasm,0.8640341859999999,0.8640341859999999,0.8640341859999999,1,1.0
721,G237936,plasma membrane,0.0,0.0,0.0,6,0.0
722,G237945,cytoplasm,0.0,0.0,0.0,2,0.0
723,G237969,ER,0.0,0.0,0.0,2,0.0
724,G237982,cytoplasm,0.0,0.0,0.0,6,0.0
725,G238014,peroxisome,0.0,0.0,0.0,8,0.0
726,G238024,golgi,-0.7991667659999999,-0.21832131,-0.580845456,2,2.0
727,G238033,ER,0.0,0.0,0.0,6,0.0
728,G238035,ER,0.7032422559999999,0.7032422559999999,0.7032422559999999,2,1.0
729,G238049,mitochondria,0.0,0.0,0.0,2,0.0
730,G238061,plasma membrane,1.03140745,0.83212726,0.19928019,6,2.0
731,G238069,mitochondria,0.0,0.0,0.0,12,0.0
732,G238102,mitochondria,0.0,0.0,0.0,4,0.0
733,G238117,nucleus,0.032440557,0.032440557,0.032440557,2,1.0
734,G238136,nucleus,0.0,0.0,0.0,6,0.0
735,G238149,nucleus,0.0,0.0,0.0,3,0.0
736,G238172,lipid particles,0.0,0.0,0.0,2,0.0
737,G238190,cytoplasm,0.892128037,0.892128037,0.892128037,4,1.0
738,G238191,nucleus,0.495625085,0.495625085,0.495625085,12,1.0
739,G238195,cytoplasm,0.327655764,0.327655764,0.327655764,2,1.0
740,G238234,nucleus,0.0,0.0,0.0,4,0.0
741,G238235,mitochondria,0.784481276,0.784481276,0.784481276,3,1.0
742,G238238,cytoplasm,0.0,0.0,0.0,3,0.0
743,G238282,ER,0.0,0.0,0.0,2,0.0
744,G238295,nucleus,0.0,0.0,0.0,2,0.0
745,G238307,nucleus,0.0,0.0,0.0,2,0.0
746,G238387,cytoplasm,0.0,0.0,0.0,2,0.0
747,G238391,nucleus,0.762737731,0.762737731,0.762737731,2,1.0
748,G238392,cytoskeleton,0.0,0.0,0.0,4,0.0
749,G238415,nucleus,0.0,0.0,0.0,3,0.0
750,G238448,cytoplasm,0.0,0.0,0.0,3,0.0
751,G238472,nucleus,1.0,1.0,1.0,2,1.0
752,G238498,ER,-0.329997737,-0.329997737,-0.329997737,6,1.0
753,G238510,nucleus,0.7027168570000001,0.450063781,0.252653076,1,2.0
754,G238527,ER,0.0,0.0,0.0,3,0.0
755,G238540,nucleus,0.0,0.0,0.0,2,0.0
756,G238564,nucleus,0.0,0.0,0.0,8,0.0
757,G238567,cytoskeleton,0.6424851770000001,0.6424851770000001,0.6424851770000001,4,1.0
758,G238610,cytoskeleton,0.0,0.0,0.0,2,1.0
759,G238621,peroxisome,2.68497176,1.0,0.0,3,4.0
760,G238637,nucleus,3.485324582,0.882041706,-0.025407772,2,7.0
761,G238640,cytoskeleton,0.644930661,0.644930661,0.644930661,2,1.0
762,G238643,nucleus,0.0,0.0,0.0,4,0.0
763,G238677,nucleus,0.707119519,0.707119519,0.707119519,5,1.0
764,G238695,mitochondria,0.11229754,0.11229754,0.11229754,4,1.0
765,G238704,nucleus,-0.663881462,-0.325546482,-0.33833498,1,2.0
766,G238715,nucleus,0.7710169240000001,0.845034905,-0.074017981,6,2.0
767,G238740,nucleus,0.0,0.0,0.0,2,1.0
768,G238760,nucleus,0.0,0.0,0.0,1,0.0
769,G238786,golgi,0.246903545,0.246903545,0.246903545,10,1.0
770,G238789,nucleus,0.0,0.0,0.0,2,0.0
771,G238793,nucleus,0.0,0.0,0.0,2,0.0
772,G238857,ER,0.0,0.0,0.0,4,0.0
773,G238885,cytoplasm,0.0,0.0,0.0,2,0.0
774,G238891,ER,0.0,0.0,0.0,12,0.0
775,G238895,cytoplasm,0.0,0.0,0.0,3,0.0
776,G238916,ER,0.847284247,0.847284247,0.847284247,3,1.0
777,G238928,mitochondria,0.158555549,0.158555549,0.158555549,3,1.0
778,G238933,nucleus,0.0,0.0,0.0,1,0.0
779,G238935,ER,0.581089536,0.581089536,0.581089536,6,1.0
780,G238942,mitochondria,0.0,0.0,0.0,2,0.0
781,G238946,cytoplasm,1.0,1.0,1.0,2,1.0
782,G238954,integral membrane,1.0,1.0,1.0,1,1.0
783,G238968,cytoplasm,0.426586935,0.426586935,0.426586935,2,1.0
784,G238990,ER,0.256256121,0.256256121,0.256256121,4,1.0
785,G239008,nucleus,0.822101655,0.761056162,0.061045493,3,2.0
786,G239010,nucleus,2.590525727,1.0,-0.6544138860000001,3,6.0
787,G239017,nucleus,0.0,0.0,0.0,2,0.0
788,G239037,mitochondria,0.0,0.0,0.0,1,0.0
789,G239048,nucleus,1.0,1.0,1.0,2,1.0
790,G239063,nucleus,0.0,0.0,0.0,2,0.0
791,G239098,peroxisome,0.743642508,0.743642508,0.743642508,3,1.0
792,G239101,cytoplasm,1.0,1.0,1.0,2,1.0
793,G239123,nucleus,0.0,0.0,0.0,1,0.0
794,G239178,nucleus,1.244344673,1.0,0.244344673,8,2.0
795,G239186,nucleus,0.0,0.0,0.0,2,0.0
796,G239188,mitochondria,0.0,0.0,0.0,12,0.0
797,G239196,nucleus,0.0,0.0,0.0,12,0.0
798,G239223,cytoplasm,-0.080975715,-0.080975715,-0.080975715,4,1.0
799,G239247,cytoplasm,0.0,0.0,0.0,2,0.0
800,G239266,cytoplasm,4.428819862,0.8308713659999999,0.676839746,3,6.0
801,G239294,cytoplasm,0.0,0.0,0.0,3,1.0
802,G239316,cytoplasm,0.0,0.0,0.0,6,0.0
803,G239321,golgi,-0.38027868,-0.38027868,-0.38027868,8,1.0
804,G239341,golgi,0.4894412370000001,1.0,-0.292237453,2,3.0
805,G239392,cytoplasm,0.0,0.0,0.0,6,0.0
806,G239393,peroxisome,0.0,0.0,0.0,6,0.0
807,G239420,mitochondria,0.0,0.0,0.0,2,0.0
808,G239428,cytoplasm,2.535409807,0.724517344,0.483882289,3,4.0
809,G239438,nucleus,0.0,0.0,0.0,3,0.0
810,G239467,nucleus,-0.190602973,0.7230512659999999,-0.483302361,2,3.0
811,G239476,nucleus,0.0,0.0,0.0,4,0.0
812,G239488,ER,0.0,0.0,0.0,3,0.0
813,G239523,peroxisome,0.0,0.0,0.0,2,1.0
814,G239536,cytoplasm,0.0,0.0,0.0,9,0.0
815,G239544,cytoplasm,1.0,1.0,1.0,4,1.0
816,G239626,mitochondria,-0.021232402,-0.021232402,-0.021232402,2,1.0
817,G239628,nucleus,-1.224359947,0.07497327,-0.7144599690000001,2,3.0
818,G239640,golgi,0.0,0.0,0.0,3,0.0
819,G239653,nucleus,-0.234335757,-0.234335757,-0.234335757,6,1.0
